ID,Taxon_ID,objid,bitstreamid,tags,mime_type,creator,date,place,permission,source,Comment
2c8d24a1becba6f451aded1b280eb535,acaciaataxacantha,EAEA0-7406-9E56-A20F-0,,flower;thumbnail2,image/jpeg,JMK,2013-12-26,"Skeerpoort, Magaliesberg, South Africa",http://creativecommons.org/licenses/by-sa/3.0/deed.en,"http://commons.wikimedia.org/wiki/File:Acacia_ataxacantha,_bloeiwyses,_Skeerpoort,_b.jpg",
3896f6b23033400cec69f9311a168030,acaciaataxacantha,EAEA0-4CDB-07AF-43E7-0,,bark,image/jpeg,JMK,2013-08-10,"Little Eden, De Tweedespruit conservancy, Gauteng, South Africa",http://creativecommons.org/licenses/by-sa/3.0/deed.en,"http://commons.wikimedia.org/wiki/File:Acacia_ataxacantha,_bas,_Little_Eden.jpg",
48c9d885d8558e98d182714cb28e986c,acaciaataxacantha,EAEA0-3E4D-7593-FA47-0,,pod;thumbnail3,image/jpeg,JMK,2012-06-07,"Louwsburg, KwaZulu-Natal, South Africa",http://creativecommons.org/licenses/by-sa/3.0/deed.en,"http://commons.wikimedia.org/wiki/File:Acacia_ataxacantha,_loof_en_peule,_b,_Louwsburg.jpg",
8ed3b22ec18e59b42d44a292514c5836,acaciaataxacantha,EAEA0-AF46-01B6-4FA1-0,,wood,image/jpeg,Paul Venter,2012-08-19,"Honeydew, Johannesburg, South Africa",http://creativecommons.org/licenses/by-sa/3.0/deed.en,http://commons.wikimedia.org/wiki/File:Acacia_ataxacantha00.jpg,
e59cb9a65d98ec87884e9cbe46f00028,acaciaataxacantha,EAEA0-257D-976E-EFAE-0,,leaf;thumbnail4,image/jpeg,JMK,2013-12-06,"Skeerpoort, Magaliesberg, South Africa",http://creativecommons.org/licenses/by-sa/3.0/deed.en,"http://commons.wikimedia.org/wiki/File:Acacia_ataxacantha,_vyf_blare,_Skeerpoort.jpg",
edfa0bea1e754ca8ac1558ab50209d37,acaciaataxacantha,EAEA0-4FA0-CE88-6204-0,,general;thumbnail1,image/jpeg,JMK,2013-12-26,"Skeerpoort, Magaliesberg, South Africa",http://creativecommons.org/licenses/by-sa/3.0/deed.en,"http://commons.wikimedia.org/wiki/File:Acacia_ataxacantha,_habitus,_Skeerpoort.jpg",
4b126fe61bbb4a235a2bef2e8c571743,acaciacaffra,EAEA0-4CB5-D3B0-B844-0,,wood;bark;thumbnail4,image/jpeg,Paul Venter,2008-12-01,"Hamerkop, Magaliesberg, South Africa",http://creativecommons.org/licenses/by-sa/3.0/deed.en,http://commons.wikimedia.org/wiki/File:Acacia_caffra04.jpg,
588db995f719c676f629a2a58fb5cf4b,acaciacaffra,EAEA0-864A-AD69-2D0D-0,,seed;thumbnail3,image/jpeg,Paul Venter,circa 2000,"Hamerkop, Magaliesberg, South Africa",http://creativecommons.org/licenses/by-sa/3.0/deed.en,http://commons.wikimedia.org/wiki/File:Acacia_caffra07.jpg,
9618f9496932b7a787dbe3db7a61da51,acaciacaffra,EAEA0-6F37-B263-D8EC-0,,general;thumbnail1,image/jpeg,JMK,2014-01-04,"Walter Sisulu National Botanical Garden, Roodepoort, South Africa",http://creativecommons.org/licenses/by-sa/3.0/deed.en,"http://commons.wikimedia.org/wiki/File:Acacia_caffra,_habitus,_Walter_Sisulu_NBT.jpg",
bb0f99001ff4ed9de4dc7eb6255020e6,acaciacaffra,EAEA0-74A9-A122-560E-0,,flower;bud;thumbnail2,image/jpeg,Paul Venter,2000-09-13,"Honeydew, Johannesburg, South Africa",http://creativecommons.org/licenses/by-sa/3.0/deed.en,http://commons.wikimedia.org/wiki/File:Acacia_caffra08.jpg,
0534f16f2891d8058ef0cf7667f321fa,acaciaerioloba,EAEA0-DB8F-76B0-3D69-0,,leaf;thumbnail4,image/jpeg,Christfried Naumann,2005-01-25,"Namibia, Omaheke, Pos 17",http://en.wikipedia.org/wiki/Public_domain,,
0b41defc7c70d8af7f65ac3ca1ce82cd,acaciaerioloba,EAEA0-118E-DC8B-5CCB-0,,seed,image/jpeg,Christfried Naumann,2009-03-16,"Kang, Kgalagadi, Botswana",http://en.wikipedia.org/wiki/Public_domain,,
5b68d2710d89fc6a49a90f233a716171,acaciaerioloba,EAEA0-75F1-8BE0-D6F4-0,,general,image/jpeg,Christfried Naumann,2008-08-22,"Pos 17, Omaheke, Namibia",http://en.wikipedia.org/wiki/Public_domain,,
6388ce00ae0496d7d0db51ea2dc1d1e2,acaciaerioloba,EAEA0-7399-DB88-A381-0,,general,image/jpeg,Christfried Naumann,2005-01-25,"Namibia, Omaheke, Pos 17",http://en.wikipedia.org/wiki/Public_domain,,
6453fbb7fd98eb39a3ec3c25cb40b2b5,acaciaerioloba,EAEA0-BB2F-A07C-6E52-0,,seed;thumbnail3,image/jpeg,Christfried Naumann,2009-03-16,"Kang, Kgalagadi, Botswana",http://en.wikipedia.org/wiki/Public_domain,,
d551860e4ac2af444299bd9a53144c2c,acaciaerioloba,EAEA0-D757-E3FC-556D-0,,young,image/jpeg,Christfried Naumann,2005-01-25,"Namibia, Omaheke, Pos 17",http://en.wikipedia.org/wiki/Public_domain,,
d72ca4781b4308f1ed62ed04fa54a0ed,acaciaerioloba,EAEA0-955C-8B3A-0F37-0,,bark,image/jpeg,Christfried Naumann,2009-03-16,"Kang, Kgalagadi, Botswana",http://en.wikipedia.org/wiki/Public_domain,,
f038c5d30eeac981ce3e9a94f050da82,acaciaerioloba,EAEA0-1833-1099-E45D-0,,general;thumbnail1,image/jpeg,Christfried Naumann,2008-03-21,"Namibia, Omaheke, near Corridor Pos 1",http://en.wikipedia.org/wiki/Public_domain,,
316a8d5ced681a2fb36b2958d475c28e,acaciafleckiischinz,EAEA0-C27F-41AC-AC58-0,,pod;thumbnail3,image/jpeg,Bart Wursten,2010-01-13,"Road to Khami Ruins, Zimbabwe",http://creativecommons.org/licenses/by-nc/3.0/,http://www.zimbabweflora.co.zw/speciesdata/species-record.php?record_id=27532,
d54b7b254d82d9f1578a38e93370afed,acaciafleckiischinz,EAEA0-34C4-6447-C2DD-0,,flower;thumbnail2,image/jpeg,Bart Wursten,2010-01-06,"Hwange National Park, Zimbabwe",http://creativecommons.org/licenses/by-nc/3.0/,http://www.zimbabweflora.co.zw/speciesdata/species-record.php?record_id=27565,
d9d95c44a2202794f681eac7d3aafb1c,acaciafleckiischinz,EAEA0-492C-0DF6-C5DA-0,,leaf;flower;thumbnail1,image/jpeg,Bart Wursten,2010-01-06,"Hwange National Park, Zimbabwe",http://creativecommons.org/licenses/by-nc/3.0/,http://www.zimbabweflora.co.zw/speciesdata/species-record.php?record_id=26682,
2b6274da505864140f1cea0cce5c1b6d,acaciahebecladahebeclada,EAEA0-08EC-F74E-C8CB-0,,general;thumbnail2,image/jpeg,Christfried Naumann,2006,"Omaheke, Namibia",http://en.wikipedia.org/wiki/Public_domain,,
7b576ab28632b7f02537669f7b64acca,acaciahebecladahebeclada,EAEA0-1132-1EB3-2754-0,,leaf,image/jpeg,Christfried Naumann,2006,"Omaheke, Namibia",http://en.wikipedia.org/wiki/Public_domain,,
81b5143e2f8e8fe07a8d0a5cdb35f793,acaciahebecladahebeclada,EAEA0-F177-B600-B639-0,,leaf;thumbnail4,image/jpeg,Christfried Naumann,2005-02-11,"Namibia, Omaheke, Pos 17",http://en.wikipedia.org/wiki/Public_domain,,
bff3ca168a70ad56bb9c3cc72da63ed7,acaciahebecladahebeclada,EAEA0-EFDE-B81C-89DF-0,,leaf;thumbnail3,image/jpeg,Christfried Naumann,2005-02-11,"Namibia, Omaheke, Pos 17",http://en.wikipedia.org/wiki/Public_domain,,
c53a7d7ac67edce3bd1216c963681a67,acaciahebecladahebeclada,EAEA0-2854-701B-23BF-0,,branch,image/jpeg,Christfried Naumann,2005-02-11,"Namibia, Omaheke, Pos 17",http://en.wikipedia.org/wiki/Public_domain,,
e2b0a1abdf168965a74ce6090b5af557,acaciahebecladahebeclada,EAEA0-C441-8ADA-AA94-0,,general;thumbnail1,image/jpeg,Christfried Naumann,2005-02-11,"Namibia, Omaheke, Pos 17",http://en.wikipedia.org/wiki/Public_domain,,
906e4f867b40bd9e9b71259c2759d211,acaciakarroo,EAEA0-4EE6-5B1E-9F4B-0,,flower;thumbnail2,image/jpeg,Sten Porse,unknown,Corsica,http://creativecommons.org/licenses/by-sa/3.0/deed.en,http://en.wikipedia.org/wiki/File:Acacia_karroo2.jpg,
db45146a695afc081af79a613874cd32,acaciakarroo,EAEA0-435B-B63C-1E1D-0,,branch;thumbnail1,image/jpeg,Kurt Stueber,unknown,unknown,http://creativecommons.org/licenses/by-sa/3.0/deed.en,http://commons.wikimedia.org/wiki/File:Acacia_karroo1.jpg,
1f9f5ed3501f27a0cb41d6aa3c19e416,acacialuederitzii,EAEA0-6431-BA88-054D-0,,general,image/jpeg,Christfried Naumann,2009-03-16,"Kang, Kgalagadi, Botswana",http://en.wikipedia.org/wiki/Public_domain,,
4517ff46eb71993a78971cfd96ccb6db,acacialuederitzii,EAEA0-AB21-F387-48E9-0,,leaf;thumbnail4,image/jpeg,Christfried Naumann,2005-01-25,"Namibia, Omaheke, Pos 17",http://en.wikipedia.org/wiki/Public_domain,,
5ec687a216d323b683ceba86ca4c1dcb,acacialuederitzii,EAEA0-0115-6E43-11B3-0,,general;thumbnail1,image/jpeg,Christfried Naumann,2005-01-25,"Namibia, Omaheke, Pos 17",http://en.wikipedia.org/wiki/Public_domain,,
70fb8e0564b46f53d2d2546aa53a48af,acacialuederitzii,EAEA0-B30F-E68D-B79D-0,,general;thumbnail2,image/jpeg,Christfried Naumann,2005-01-25,"Namibia, Omaheke, Pos 17",http://en.wikipedia.org/wiki/Public_domain,,
a6062fc53316ca53b2dcb16cae52ba8e,acacialuederitzii,EAEA0-A546-165B-9173-0,,branch,image/jpeg,Christfried Naumann,2009-03-16,"Kang, Kgalagadi, Botswana",http://en.wikipedia.org/wiki/Public_domain,,
b9a9d60a00530397b70a5e524b4ebf77,acacialuederitzii,EAEA0-2313-1FF5-28FB-0,,seed,image/jpeg,Christfried Naumann,2009-03-16,"Kang, Kgalagadi, Botswana",http://en.wikipedia.org/wiki/Public_domain,,
c95f91785f4a91193edf2b8012661deb,acacialuederitzii,EAEA0-5CD7-FC50-8E55-0,,seed;thumbnail3,image/jpeg,Christfried Naumann,2009-03-16,"Kang, Kgalagadi, Botswana",http://en.wikipedia.org/wiki/Public_domain,,
4c81fe509bcec345297d2e1bc1219d15,acaciamellifera,EAEA0-CD06-E1A7-B0EE-0,,flower;thumbnail2,image/jpeg,Christfried Naumann,2008-08-22,"Pos 17, Omaheke, Namibia",http://en.wikipedia.org/wiki/Public_domain,,
6d1f1dea36fc3974b4d5be8d59b8b3c5,acaciamellifera,EAEA0-CD57-17EB-CC3D-0,,general;thumbnail4,image/jpeg,Christfried Naumann,2008-08-22,"Pos 17, Omaheke, Namibia",http://en.wikipedia.org/wiki/Public_domain,,
8a04586db6d0b2420620fb1bc6696487,acaciamellifera,EAEA0-47FA-AC9B-471F-0,,leaf;seed;thumbnail3,image/jpeg,Christfried Naumann,2005-01-25,"Namibia, Omaheke, Pos 17",http://en.wikipedia.org/wiki/Public_domain,,
941a7f8e9c3aa8a344c3ed006a4771f5,acaciamellifera,EAEA0-9837-A2AF-BAA9-0,,general;thumbnail1,image/jpeg,Christfried Naumann,2005-01-25,"Namibia, Omaheke, Pos 17",http://en.wikipedia.org/wiki/Public_domain,,
a2f64db3e8c2fe6330a3c3ad3a534768,acaciamellifera,EAEA0-D439-CDE0-AA81-0,,flower ,image/jpeg,Christfried Naumann,2008-08-22,"Pos 17, Omaheke, Namibia",http://en.wikipedia.org/wiki/Public_domain,,
d70862434826b16809a2d9a47128c432,acaciamellifera,EAEA0-6228-9A4B-4034-0,,flower ,image/jpeg,Christfried Naumann,2008-08-22,"Pos 17, Omaheke, Namibia",http://en.wikipedia.org/wiki/Public_domain,,
6680ec6b886c2fd2a13919066ce01696,acacianebrownii,EAEA0-E36A-A03C-A81A-0,,branch;flower;thumbnail1,image/jpeg,Teo Gómez,unknown,"Etosha, Namibia",http://en.wikipedia.org/wiki/Public_domain,http://commons.wikimedia.org/wiki/File:Acacia_etosha.JPG,
3346e723c40317f0083cb859adaf709f,acacianigrescens,EAEA0-13DA-2A37-6CA9-0,,leaf;thumbnail1,image/jpeg,Steven Haw,26-Feb-09,unknown,http://creativecommons.org/licenses/by/2.0/deed.en,http://commons.wikimedia.org/wiki/File:Acacia_nigrescens_1.jpg,
3a218e1891e17bcffeac721db0b215a2,acacianiloticasubspkraussiana,EAEA0-BD51-626E-6AC6-0,,general;thumbnail1,image/jpeg,JMK,2013-05-04,"Wonderboom Nature Reserve, Pretoria, South Africa",http://creativecommons.org/licenses/by-sa/3.0/deed.en,"http://commons.wikimedia.org/wiki/File:Acacia_nilotica,_Wonderboom_Natuurreservaat.jpg",
9134a20e7ab68990f158c99cc4701aef,acacianiloticasubspkraussiana,EAEA0-CE13-EBD5-5647-0,,pod;thumbnail2,image/jpeg,JMK,2013-03-23,"Pretoria, South Africa",http://creativecommons.org/licenses/by-sa/3.0/deed.en,"http://commons.wikimedia.org/wiki/File:Acacia_nilotica,_peule,_b,_Uniegeboutuine.jpg",
1cff8930099bb30f8ed3c6e778928cb0,acaciarobusta,EAEA0-3E2E-B135-EB3E-0,,bark;thumbnail4,image/jpeg,Bart Wursten,2010-01-07,"Hwange National Park, Zimbabwe",http://creativecommons.org/licenses/by-nc/3.0/,http://www.zimbabweflora.co.zw/speciesdata/species-record.php?record_id=30932,
69898bae8fddb2ea1b8e8c0358773e02,acaciarobusta,EAEA0-8D5E-F0D2-2523-0,,flower;leaf;thumbnail2,image/jpeg,Bart Wursten,2010-01-07,"Hwange National Park, Zimbabwe",http://creativecommons.org/licenses/by-nc/3.0/,http://www.zimbabweflora.co.zw/speciesdata/species-record.php?record_id=30935,
8050c086df45c7abc49b8b67103ae9c8,acaciarobusta,EAEA0-7163-7812-9648-0,,pod;thumbnail3,image/jpeg,JMK,2012-10-14,"Pretoria, South Africa",http://creativecommons.org/licenses/by-sa/3.0/deed.en,"http://commons.wikimedia.org/wiki/File:Acacia_robusta,_peule,_Schanskop.jpg",
846a4d568d11639126ee4ed9ac57d493,acaciarobusta,EAEA0-17FA-C673-67DF-0,,general;thumbnail1,image/jpeg,JMK,2013-02-23,"Springbok Flats, South Africa",http://creativecommons.org/licenses/by-sa/3.0/deed.en,"http://commons.wikimedia.org/wiki/File:Acacia_robusta,_Springbokvlakte.jpg",
0b2c8193913c8eed18d09855fe0d54d2,acaciasenegal,EAEA0-FAD6-CCA0-E268-0,,thumbnail3,image/jpeg,Jeff Heath and the Dogon and Bangime Languages Project,2011,,http://creativecommons.org/licenses/by/4.0/,http://dogonlanguages.org,
9bc5f49937ab7cd19fe06eb46ef25a29,acaciasenegal,EAEA0-CBF6-24C5-8CEB-0,,thumbnail2,image/jpeg,Jeff Heath and the Dogon and Bangime Languages Project,2011,,http://creativecommons.org/licenses/by/4.0/,http://dogonlanguages.org,
00db6ad041febfaf4f7b01fb13ca3f62,acaciatortilissubspheteracantha,EAEA0-1C79-DFBF-2B3D-0,,pod;thumbnail3,image/jpeg,Bart Wursten,2004-07-01,"Hot Springs, Zimbabwe",http://creativecommons.org/licenses/by-nc/4.0/,http://www.zimbabweflora.co.zw/speciesdata/image-display.php?species_id=126230&image_id=5,
2a1894ba2dad846aaec26d5ccd9e8e48,acaciatortilissubspheteracantha,EAEA0-2BB1-E847-2D0E-0,,general;thumbnail1,image/jpeg,Bart Wursten,unknown,"Malilangwe Wildlife Reserve, Zimbabwe",http://creativecommons.org/licenses/by-nc/4.0/,http://www.zimbabweflora.co.zw/speciesdata/image-display.php?species_id=126230&image_id=2,
3ec0a04f66ed8c22569e01992da1d53e,acaciatortilissubspheteracantha,EAEA0-C09A-F82F-382A-0,,flower;thumbnail4,image/jpeg,Bart Wursten,unknown,"Malilangwe Wildlife Reserve, Zimbabwe",http://creativecommons.org/licenses/by-nc/4.0/,http://www.zimbabweflora.co.zw/speciesdata/image-display.php?species_id=126230&image_id=4,
8fab9f52df7e0e5fdf642de2fa92b7fa,acaciatortilissubspheteracantha,EAEA0-8C3B-51EB-0CE0-0,,general;flower;thumbnail2,image/jpeg,Bart Wursten,unknown,"Malilangwe Wildlife Reserve, Zimbabwe",http://creativecommons.org/licenses/by-nc/4.0/,http://www.zimbabweflora.co.zw/speciesdata/image-display.php?species_id=126230&image_id=3,
b2fdd79fc40a01abaf12b8aaef0dec68,acaciatortilissubspheteracantha,EAEA0-B3C4-B217-5269-0,,bark,image/jpeg,Bart Wursten,unknown,"Malilangwe Wildlife Reserve, Zimbabwe",http://creativecommons.org/licenses/by-nc/4.0/,http://www.zimbabweflora.co.zw/speciesdata/image-display.php?species_id=126230&image_id=1,
2302b23b70f6a6635219f9f67e90e573,acanthoplusdiscoidalis,EAEA0-E555-1C3D-F3BB-0,,front;thumbnail2,image/jpeg,,,,http://creativecommons.org/licenses/by-sa/3.0/,http://commons.wikimedia.org/wiki/File:Namibian_Koringkriek_(Armoured_Ground_Cricket).jpg,
7ac61d468a24ea0bd22dc2c30f3a5719,acanthoplusdiscoidalis,EAEA0-B562-BBA4-8D8F-0,,general;thumbnail1,image/jpeg,SoniaSoma,,,http://creativecommons.org/licenses/by-sa/3.0/,http://media.eol.org/data_objects/27165847,
11916fe127f1b5d89bc31346fd5fdc19,acanthosicyosnaudinianus,EAEA0-B72F-3DF7-77BD-0,,general,image/jpeg,Christfried Naumann,2005-01-25,"Namibia, Omaheke, Pos 17",http://en.wikipedia.org/wiki/Public_domain,,
14bae7310b87303a5db1dc5f6b734f62,acanthosicyosnaudinianus,EAEA0-6FF9-5124-7848-0,,leaf;flower;thumbnail2,image/jpeg,Christfried Naumann,2006,"Pos 17, Omaheke, Namibia",http://en.wikipedia.org/wiki/Public_domain,,
88eb3c47dd52888a1b4e950f790312a6,acanthosicyosnaudinianus,EAEA0-12EA-6073-D6B9-0,,general,image/jpeg,Christfried Naumann,2005-01-25,"Namibia, Omaheke, Pos 17",http://en.wikipedia.org/wiki/Public_domain,,
d1f721a7b6fb371c2d179bc36390ac14,acanthosicyosnaudinianus,EAEA0-3A72-690D-CF07-0,,leaf;thumbnail1,image/jpeg,Christfried Naumann,2005-01-25,"Namibia, Omaheke, Pos 17",http://en.wikipedia.org/wiki/Public_domain,,
43991dcb0741d91f96dd0e1904837930,acanthospermumhispidum,EAEA0-D865-7015-0123-0,,,image/tiff,Jeff Heath and the Dogon and Bangime Languages Project,2011,,http://creativecommons.org/licenses/by/4.0/,http://dogonlanguages.org,
6dc8c3002b64390323ff41a7eb4fc630,acanthospermumhispidum,EAEA0-2BA4-09D0-57DF-0,,thumbnail3,image/tiff,Jeff Heath and the Dogon and Bangime Languages Project,2011,,http://creativecommons.org/licenses/by/4.0/,http://dogonlanguages.org,
6ebb68fe4842d1dc14286ecf3a86d6a4,acanthospermumhispidum,EAEA0-7367-94EA-CD4A-0,,,image/jpeg,Jeff Heath and the Dogon and Bangime Languages Project,2011,,http://creativecommons.org/licenses/by/4.0/,http://dogonlanguages.org,
76d734f1c8d635ac9df57af29a4ce8b9,acanthospermumhispidum,EAEA0-0DD5-4914-17D3-0,,thumbnail4,image/jpeg,Jeff Heath and the Dogon and Bangime Languages Project,2011,,http://creativecommons.org/licenses/by/4.0/,http://dogonlanguages.org,
eab203dc53e908ca44a7d372bd79c4cf,acanthospermumhispidum,EAEA0-830D-9AB1-9051-0,,thumbnail2,image/jpeg,Jeff Heath and the Dogon and Bangime Languages Project,2011,,http://creativecommons.org/licenses/by/4.0/,http://dogonlanguages.org,
2784d663b5b81c6d48febe034227eef9,accipiterbadius,EAEA0-9EC7-0721-D798-0,,,image/jpeg,Jeff Heath and the Dogon and Bangime Languages Project,2011,,http://creativecommons.org/licenses/by/4.0/,http://dogonlanguages.org,
4112eb7399dd73e1d7daf889862cf9e2,accipiterbadius,EAEA0-230B-5CB7-FD80-0,,,image/jpeg,Jeff Heath and the Dogon and Bangime Languages Project,2011,,http://creativecommons.org/licenses/by/4.0/,http://dogonlanguages.org,
794fbd0c4da82b3c25dd53cf053bed35,accipiterbadius,EAEA0-A427-2E21-E9BE-0,,,image/jpeg,Jeff Heath and the Dogon and Bangime Languages Project,2011,,http://creativecommons.org/licenses/by/4.0/,http://dogonlanguages.org,
a08cf75f6d4cfe870b6c54063ac099bd,accipiterbadius,EAEA0-0A80-440B-6681-0,,general;front;thumbnail1,image/jpeg,Ravi Vaidyanathan,2007-07-28,unknown,http://creativecommons.org/licenses/by-sa/3.0/,http://commons.wikimedia.org/wiki/File:Shikra1.jpg,
ad9a439ff0b76026155c4458fc36b910,accipiterbadius,EAEA0-3724-0C2E-F19D-0,,,image/jpeg,Jeff Heath and the Dogon and Bangime Languages Project,2011,,http://creativecommons.org/licenses/by/4.0/,http://dogonlanguages.org,
f362a4927fb9d596aa410bd68be15211,accipiterbadius,EAEA0-7649-C9EB-7939-0,,,image/jpeg,Jeff Heath and the Dogon and Bangime Languages Project,2011,,http://creativecommons.org/licenses/by/4.0/,http://dogonlanguages.org,
fb1d99cb9cf769c6ccf28979e349fb1c,accipiterbadius,EAEA0-227B-3AFE-4650-0,,general;side;thumbnail2,image/jpeg,J.M.Garg,2006-12-23,India,http://creativecommons.org/licenses/by-sa/3.0/,http://en.wikipedia.org/wiki/File:Shikra-_Immature_at_Kolkata-_I_IMG_0540.jpg,
3d5e18b130b8bab7d7e6294acd03b183,achyranthesaspera,EAEA0-064B-E522-3B03-0,,general;thumbnail1,image/jpeg,Frank Vincentz,2008-08-02,"La Palma, Canary Islands",http://creativecommons.org/licenses/by-sa/3.0/deed.en,http://commons.wikimedia.org/wiki/File:Achyranthes_aspera_%28San_Andr%C3%A9s_y_Sauces%29_01_ies.jpg,
d44eb7d8700d05b33f7eedfe9a0dc0f1,achyranthesaspera,EAEA0-D0DE-FB53-2362-0,,flower;thumbnail2,image/jpeg,Frank Vincentz,2008-08-02,"La Palma, Canary Islands",http://creativecommons.org/licenses/by-sa/3.0/deed.en,http://commons.wikimedia.org/wiki/File:Achyranthes_aspera_%28Puntallana%29_03_ies.jpg,
47bc1ccd94c8941a261a57d7bfccdee8,acinonyxjubatus,EAEA0-ED41-E84D-0DCD-0,,face;thumbnail3,image/jpeg,Marcus T. Jaschen,2006-06-09,"Zoo Rostock, Germany",http://creativecommons.org/licenses/by-sa/2.5/deed.en,http://commons.wikimedia.org/wiki/File:Gepard_zoo_rostock.jpg,
79cb411b5c538f9c3322dcdcc1865884,acinonyxjubatus,EAEA0-9543-A4CF-378E-0,,general;thumbnail2,image/jpeg,Malene Thyssen,2010-04-24,"Ree Park - Ebeltoft Safari, Denmark",http://creativecommons.org/licenses/by-sa/3.0/deed.en,http://commons.wikimedia.org/wiki/File:Gepardjagt1_%28Acinonyx_jubatus%29.jpg,
fdb6342d368937cd7e13ede443b0de75,acinonyxjubatus,EAEA0-70D1-511D-9033-0,,general;thumbnail1,image/jpeg,Paul Maritz,2002,"Okavango, Botswana",http://creativecommons.org/licenses/by-sa/3.0/deed.en,http://commons.wikimedia.org/wiki/File:Cheetah_Botswana.jpg,
2e7c889309adcfb4c2735d9baa169b68,acrididae,EAEA0-0B36-8C80-9D02-0,,general,image/jpeg,Taa DoBeS team (Boden/Güldemann/Naumann),2009-03-29,"near Auchterlonie/Auob river , Kgalagadi Transfrontier Park, South Africa",http://en.wikipedia.org/wiki/Public_domain,,
3e29b146a16bb7e33ff9b9a4e53292bf,acrididae,EAEA0-7DE8-EA49-7480-0,,general;thumbnail2,image/jpeg,Christfried Naumann,2009-03-30,"Tweerivieren camp, Kgalagadi Transfrontier Park, South Africa",http://en.wikipedia.org/wiki/Public_domain,,
477bee290a66543c6b90fefb83db91d3,acrididae,EAEA0-C052-D1F2-61B2-0,,general,image/jpeg,Christfried Naumann,2009-03-30,"Tweerivieren camp, Kgalagadi Transfrontier Park, South Africa",http://en.wikipedia.org/wiki/Public_domain,,
4c7bac6f32b8f96f2988ab451feb0697,acrididae,EAEA0-9057-850B-6F23-0,,general;thumbnail1,image/jpeg,Christfried Naumann,2009-03-30,"Tweerivieren camp, Kgalagadi Transfrontier Park, South Africa",http://en.wikipedia.org/wiki/Public_domain,,
7f3726079a56974af16e3270b91c043c,acrididae,EAEA0-98C3-C6A7-9A37-0,,general,image/jpeg,Taa DoBeS team (Boden/Güldemann/Naumann),2009-03-29,"near Auchterlonie/Auob river , Kgalagadi Transfrontier Park, South Africa",http://en.wikipedia.org/wiki/Public_domain,,
0213b482b9c8491b2f85eef9ffec9512,acrotomeinflata,EAEA0-CBD7-A52B-9583-0,,flower;thumbnail2,image/jpeg,Bart Wursten,,,http://creativecommons.org/licenses/by-nc/3.0/,http://media.eol.org/data_objects/19246304,
3d9045b7e640c860cff341f72ffd00f1,acrotomeinflata,EAEA0-EE53-925D-7314-0,,flower;thumbnail4,image/jpeg,Bart Wursten,,,http://creativecommons.org/licenses/by-nc/3.0/,http://media.eol.org/data_objects/19246306,
b29317625a0f40667e97dda0033e0d45,acrotomeinflata,EAEA0-F136-83E1-6610-0,,general;thumbnail1,image/jpeg,Bart Wursten,,,http://creativecommons.org/licenses/by-nc/3.0/,http://media.eol.org/data_objects/19246302,
cac533d3b84174e06fd247e9bc569232,acrotomeinflata,EAEA0-0AF3-AEDB-4AED-0,,flower;leaf;thumbnail3,image/jpeg,Bart Wursten,,,http://creativecommons.org/licenses/by-nc/3.0/,http://media.eol.org/data_objects/19246303,
1ba21a63c11590fe643f6f84abda4940,adansoniadigitata,EAEA0-C3F0-CD4B-146D-0,,thumbnail4,image/jpeg,Jeff Heath and the Dogon and Bangime Languages Project,2011,,http://creativecommons.org/licenses/by/4.0/,http://dogonlanguages.org,
2f8415e3f7f17c329ec17c77fea127b7,adansoniadigitata,EAEA0-CB0F-E413-6571-0,,thumbnail2,image/jpeg,Jeff Heath and the Dogon and Bangime Languages Project,2011,,http://creativecommons.org/licenses/by/4.0/,http://dogonlanguages.org,
8bc6d4e8702423c78b08c1f5d493b842,adansoniadigitata,EAEA0-EA2F-1B23-6869-0,,general;thumbnail1,image/jpeg,unknown,2005-08-23 ?,Senegal (unspecified),http://en.wikipedia.org/wiki/Public_domain,http://commons.wikimedia.org/wiki/Adansonia_digitata,
d54f62710545ffe25da05250689d21ea,adansoniadigitata,EAEA0-95AD-83FB-7529-0,,thumbnail3,image/jpeg,Jeff Heath and the Dogon and Bangime Languages Project,2011,,http://creativecommons.org/licenses/by/4.0/,http://dogonlanguages.org,
25a920a66ce8068ddfb4307ede044256,adeniumoleifolium,EAEA0-CF44-2102-0868-0,,general;thumbnail1,image/jpeg,Peter A. Mansfeld,2011,unknown,http://creativecommons.org/licenses/by/3.0/deed.en,http://commons.wikimedia.org/wiki/File:Adenium_oleifolium_var_pm.jpg,
1947801bfd7adb1e095b02196df50484,aepycerosmelampus,EAEA0-0486-9381-D8C1-0,,herd;thumbnail2,image/jpeg,Hans Hillewaert,unknown,"South Luangwa National Park, Zambia",http://creativecommons.org/licenses/by-sa/2.5/deed.en,http://commons.wikimedia.org/wiki/File:Aepyceros_melampus.jpg,
9005ec5ebacab1d56d8abe3db143ba3f,aepycerosmelampus,EAEA0-C146-26F0-B5A9-0,,general;male;side;thumbnail1,image/jpeg,Hans Hillewaert,2007-06-29,"Etosha National Park, Namibia",http://creativecommons.org/licenses/by-sa/2.5/deed.en,http://commons.wikimedia.org/wiki/File:Aepyceros_melampus_petersi_1.jpg,
