ID,Name,Concepticon_ID,Concepticon_Gloss,GBIF_ID,GBIF_NAME,canonicalName,rank,kingdom,kingdomKey,phylum,phylumKey,class_,classKey,order,orderKey,family,familyKey,genus,genusKey,Description
graphiurusmurinus,Graphiurus murinus,,,5219911,"Graphiurus murinus (Desmarest, 1822)",Graphiurus murinus,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Rodentia,1459,Gliridae,3240562,Graphiurus,5219902,omnivore; body-length: 7-16cm; the fur is grey on the back and white on the underparts; the tail is long(5-13 cm) and fluffy; the eyes have a black mark around them; the ears are round;
grewiaavellanahiern,Grewia avellana,,,4261178,Grewia avellana Hiern,Grewia avellana,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Grewia,3152078,
grewiaflava,Grewia flava,,,4261911,Grewia flava DC.,Grewia flava,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Grewia,3152078,"slightly hairy shrub, up to 3m tall, pale green leaves, yellow flowers, red-brown round fruits 8 mm in diameter"
grewiaflavescens,Grewia flavescens,,,4260042,Grewia flavescens Juss.,Grewia flavescens,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Grewia,3152078,"shrub; 2-3 m tall; 4-angled stems; large hairy leaves; yellow flowers grow in axillary clusters; small, two- or four-lobed fruit"
grewiaoccidentalis,Grewia occidentalis,,,4261391,Grewia occidentalis L.,Grewia occidentalis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Grewia,3152078,
grewiaretinervis,Grewia retinervis,,,4260754,Grewia retinervis Burret,Grewia retinervis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Grewia,3152078,"bush, 2m tall, elliptic leaves with serrate margins, bright yellow flowers, reddish-brown, spherical fruit (diameter: 8mm)"
gryllidae,Gryllidae,,,5925,Gryllidae,Gryllidae,FAMILY,Animalia,1,Arthropoda,54,Insecta,216,Orthoptera,1458,Gryllidae,5925,,,
gymnosporiaheterophylla,Gymnosporia heterophylla,,,9372747,Gymnosporia szyszylowiczii subsp. szyszylowiczii,Gymnosporia szyszylowiczii szyszylowiczii,SUBSPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Celastrales,950,Celastraceae,6715,Gymnosporia,7265395,
gypohieraxangolensis,Gypohierax angolensis,,,2480393,"Gypohierax angolensis (Gmelin, 1788)",Gypohierax angolensis,SPECIES,Animalia,1,Chordata,44,Aves,212,Accipitriformes,7191147,Accipitridae,2877,Gypohierax,8204438,"carnivore; body-length: 60 cm, black plumage; white tipped wings; black tail"
gypsafricanus,Gyps africanus,,,9487001,"Gyps africanus Salvadori, 1865",Gyps africanus,SPECIES,Animalia,1,Chordata,44,Aves,212,Accipitriformes,7191147,Accipitridae,2877,Gyps,2480382,"nivore; body-length: 110 cm, wedge-shaped tail and long, narrow wings;rust-coloured below and dark above; pale head with black face and 'beard'"
gypscoprotheres,Gyps coprotheres,,,2480386,"Gyps coprotheres (J.R.Forster, 1798)",Gyps coprotheres,SPECIES,Animalia,1,Chordata,44,Aves,212,Accipitriformes,7191147,Accipitridae,2877,Gyps,2480382,
gyrinidae,Gyrinidae,,,9646,Gyrinidae,Gyrinidae,FAMILY,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Gyrinidae,9646,,,
haliaeetusvocifer,Haliaeetus vocifer,,,2480454,"Haliaeetus vocifer (Daudin, 1800)",Haliaeetus vocifer,SPECIES,Animalia,1,Chordata,44,Aves,212,Accipitriformes,7191147,Accipitridae,2877,Haliaeetus,2480444,"carnivore; body-length: 63-73 cm; white head, breast and tail; brown belly and forewings; black wings"
harpagophytumprocumbens,Harpagophytum procumbens,,,3585335,Harpagophytum procumbens DC. ex Meisn.,Harpagophytum procumbens,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Pedaliaceae,6650,Harpagophytum,6417688,"perennial herb, purple flowers with yellow inside throat, fruit capsules with long bent hooks, woody creepers up to 1,5 m long, root tubers used as medicine"
helichrysumargyrosphaerum,Helichrysum argyrosphaerum,,,3131652,Helichrysum argyrosphaerum DC.,Helichrysum argyrosphaerum,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Helichrysum,3131108,"short runners rich in flowers, flowers mostly yellow with a pink edge or white becoming gradually pink towards the centre, hairy spoon-shaped leaves"
helichrysumparonychioides,Helichrysum paronychioides,,,3131421,Helichrysum paronychioides DC.,Helichrysum paronychioides,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Helichrysum,3131108,
helioboluslugubris,Heliobolus lugubris,,,2469620,"Heliobolus lugubris (Smith, 1838)",Heliobolus lugubris,SPECIES,Animalia,1,Chordata,44,Reptilia,358,Squamata,715,Lacertidae,5201,Heliobolus,2469612,
heliotropiumciliatum,Heliotropium ciliatum,,,4066841,Heliotropium ciliatum Kaplan,Heliotropium ciliatum,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Boraginales,7226464,Heliotropiaceae,4930387,Heliotropium,2925766,"erect, perennial herb; up to 80 cm tall; stems hairy; lance- to egg-shaped, alternate leaves; white flowers in a unilateral spike; fruit is a drupe"
heliotropiumovalifolium,Heliotropium ovalifolium,,,4062375,Euploca ovalifolia (Forssk.) Diane & Hilger,Euploca ovalifolia,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Boraginales,7226464,Heliotropiaceae,4930387,Euploca,7917854,
helogaleparvula,Helogale parvula,,,2434165,"Helogale parvula (Sundevall, 1847)",Helogale parvula,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Carnivora,732,Herpestidae,9678,Helogale,2434158,carnivore; body-length: 20-30 cm; the coat is dark brown to rust-brown; the ears are prominent;
hemachatushaemachatus,Hemachatus haemachatus,,,2470585,"Hemachatus haemachatus (Bonnaterre, 1790)",Hemachatus haemachatus,SPECIES,Animalia,1,Chordata,44,Reptilia,358,Squamata,715,Elapidae,9455,Hemachatus,2470584,
hermanniatomentosa,Hermannia tomentosa,,,8181751,Hermannia tomentosa Schinz ex Engl.,Hermannia tomentosa,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Hermannia,3152198,"perennial herb or shrublet; spreading growth; up to 40 cm tall; narrrow, hairy leaves with serrate margins; yellow or pink flowers; fruit is a hairy capsule"
hermbstaedtiafleckii,Hermbstaedtia fleckii,,,3674017,Hermbstaedtia fleckii C.B.Clarke,Hermbstaedtia fleckii,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Amaranthaceae,3064,Hermbstaedtia,3085070,"annual, erect herb; up to 60 cm tall; linear, hairy leaves; the inflorescence is a terminal spike with a hairy axis and white to magenta flowers"
hermbstaedtialinearis,Hermbstaedtia linearis,,,3673999,Hermbstaedtia linearis Schinz,Hermbstaedtia linearis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Amaranthaceae,3064,Hermbstaedtia,3085070,"annual herb, up to 40 cm tall, perennial rootstock, small purple flowers in a terminal spike-shaped inflorescence"
herpestesichneumon,Herpestes ichneumon,,,2434255,"Herpestes ichneumon (Linnaeus, 1758)",Herpestes ichneumon,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Carnivora,732,Herpestidae,9678,Herpestes,2434243,"carnivore; body-length: 50-60 cm; they have a long, low-slung form; the grey coat is dotted with brownish speckles; the tail ends with a black tassel;"
hibiscusengleri,Hibiscus engleri,,,3937723,Hibiscus engleri K.Schum.,Hibiscus engleri,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Hibiscus,3152542,
hippoboscidae,Hippoboscidae,,,9491,Hippoboscidae,Hippoboscidae,FAMILY,Animalia,1,Arthropoda,54,Insecta,216,Diptera,811,Hippoboscidae,9491,,,
hippopotamusamphibius,Hippopotamus amphibius,,,2441247,"Hippopotamus amphibius Linnaeus, 1758",Hippopotamus amphibius,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Artiodactyla,731,Hippopotamidae,5300,Hippopotamus,2441245,herbivore; height: 150-165 cm; this very large semiaquatic animal is generally grey-brown but the belly and skinfolds are yellowish-pink; it has a very large mouth; the nostrils and the eyes are on top of the head; the ears are small and rounded;
hipposideroscaffer,Hipposideros caffer,,,5218575,"Hipposideros caffer (Sundevall, 1846)",Hipposideros caffer,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Chiroptera,734,Hipposideridae,3239753,Hipposideros,5218553,"insectivore; body-length: 8-9 cm, wing-span: 29 cm; the colour varies from grey-brown to golden-yellow; the ears are large and pointy; the nose-leaf is horseshoe-shaped; some have large (4 cm) teats in the pubic area;"
hippotragusequinus,Hippotragus equinus,,,2441030,"Hippotragus equinus (É.Geoffroy Saint-Hilaire, 1803)",Hippotragus equinus,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Artiodactyla,731,Bovidae,9614,Hippotragus,2441029,"herbivore; height: 135 cm, the coat is reddish-brown and has an erect mane, the belly is lighter brown and the tail is dark brown to black, the face is black with white patches in front of the eyes and a white mouth, both sexes have horns which curve backwards, females are slightly smaller"
hippotragusniger,Hippotragus niger,,,2441031,"Hippotragus niger (Harris, 1838)",Hippotragus niger,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Artiodactyla,731,Bovidae,9614,Hippotragus,2441029,herbivore; height: 135 cm; the coat is dark brown on the back and white on the belly and buttocks; the face is white with three vertical black stripes; both sexes have horns which curve backwards; the female is slightly smaller than the male
hirundorustica,Hirundo rustica,,,9515886,"Hirundo rustica Linnaeus, 1758",Hirundo rustica,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Hirundinidae,5248,Hirundo,2489222,
hodotermes,Hodotermes,,,8179928,"Hodotermes Hagen, 1853",Hodotermes,GENUS,Animalia,1,Arthropoda,54,Insecta,216,Blattodea,800,Hodotermitidae,4802708,Hodotermes,8179928,
hodotermesmossambicus,Hodotermes mossambicus,,,9088572,"Hodotermes mossambicus (Hagen, 1853)",Hodotermes mossambicus,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Blattodea,800,Hodotermitidae,4802708,Hodotermes,8179928,
hoffmannseggiaburchellii,Hoffmannseggia burchellii,,,5347548,Hoffmannseggia burchellii (DC.) Oliv.,Hoffmannseggia burchellii,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Hoffmannseggia,8043025,"erect, hairy herb; up to 30 cm tall; pinnately compound leaves; orange or red to purple flowers arranged in racemes; fruit is an oblong pod"
hoodiagordonii,Hoodia gordonii,,,9470399,Ceropegia gordonii (Masson) Bruyns,Ceropegia gordonii,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Apocynaceae,6701,Ceropegia,7150518,"succulent, 0,5 – 1 m tall, large dusty pink flowers, greyish green or greyish brown colour of the plant, plant is said to suppress the appetite (not scientifically proven)"
huernialongituba,Huernia longituba,,,9523202,Ceropegia longituba (N.E.Br.) Bruyns,Ceropegia longituba,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Apocynaceae,6701,Ceropegia,7150518,
huerniopsisdecipiens,Huerniopsis decipiens,,,9438224,Ceropegia decipiens (N.E.Br.) Bruyns,Ceropegia decipiens,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Apocynaceae,6701,Ceropegia,7150518,
hyaenabrunnea,Hyaena brunnea,,,5218780,"Hyaena brunnea Thunberg, 1820",Hyaena brunnea,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Carnivora,732,Hyaenidae,5306,Hyaena,7694357,"carnivore; height: 70-80 cm; the animal is dark brown with a light  cloak on the shoulders and neck, the back and neck are covered in long fur; the belly and forehead are lighter coloured; the legs are dark and have light rings; it has large, pointy ears; the forequarters are more strongly developed than the hindquarters, the back is sloping;"
hydrictismaculicollis,Hydrictis maculicollis,,,2434094,"Hydrictis maculicollis (Lichtenstein, 1835)",Hydrictis maculicollis,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Carnivora,732,Mustelidae,5307,Hydrictis,2434093,carnivore; body-length: 70-75 cm; the fur is usually reddish to brown with white spots on the chest and throat; it has sleek and webbed paws for swimming;
hyparrheniafilipendulapilosa,Hyparrhenia filipendula pilosa,,,4109839,Hyparrhenia filipendula var. pilosa (Hochst.) Stapf,Hyparrhenia filipendula pilosa,VARIETY,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Hyparrhenia,2703241,
hypolimnasmisippus,Hypolimnas misippus,,,1910628,"Hypolimnas misippus (Linnaeus, 1764)",Hypolimnas misippus,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Nymphalidae,7017,Hypolimnas,7733971,
hypoxisnitida,Hypoxis nitida,,,2852934,Hypoxis obtusa Burch. ex Ker Gawl.,Hypoxis obtusa,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Hypoxidaceae,7686,Hypoxis,2740390,
hystrixafricaeaustralis,Hystrix africaeaustralis,,,5219885,"Hystrix africaeaustralis Peters, 1852",Hystrix africaeaustralis,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Rodentia,1459,Hystricidae,9705,Hystrix,2311276,"herbivore; body-length: 60-80 cm; this very large rodent is covered with quills and spines; the 30-50 cm long quills are white with black rings; the belly,legs and face are covered with short, coarse hair; females are larger than males;"
ichneumiaalbicauda,Ichneumia albicauda,,,9468301,Ichneumia albicauda G,Ichneumia albicauda,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Carnivora,732,Herpestidae,9678,Ichneumia,2434149,omnivore; body-length  60cm; the coat is grey-brown; the hind legs are very long causing the back to slant forward when it walks; the tail is covered in long white hair;
ictonyxstriatus,Ictonyx striatus,,,2433840,"Ictonyx striatus (Perry, 1810)",Ictonyx striatus,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Carnivora,732,Mustelidae,5307,Ictonyx,2433839,"carnivore; height 10-15cm; this short legged predator has black fur with 4 parallel, white stripes on the back; it has white marks underneath the ears and between the eyes;"
indigoferaalternans,Indigofera alternans,,,2971743,Indigofera alternans DC.,Indigofera alternans,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Indigofera,2971355,"plant with small racemes of purple-red flowers, hairy green leaves, creeper, annual, small pea-like seeds"
indigoferacharlieriana,Indigofera charlieriana,,,2972109,Indigofera charlierana Schinz,Indigofera charlierana,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Indigofera,2971355,"erect or creeping herb, up to 30 cm tall; compound leaves with lance-shaped leaflets; fruit is a backwards curved pod witch grows in clusters; pink or purple flowers"
ipomoea,Ipomoea,,,2928509,Ipomoea L.,Ipomoea,GENUS,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Convolvulaceae,2389,Ipomoea,2928509,
ipomoeabolusiana,Ipomoea bolusiana,,,3677670,Ipomoea bolusiana Schinz,Ipomoea bolusiana,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Convolvulaceae,2389,Ipomoea,2928509,"creeping or erect, perennial herb; hairless leaves;  the pinkish flowers with 5 fused petals are trumpet-shaped; fruit is a capsule"
ixodida,Ixodida,,,1425,Ixodida,Ixodida,ORDER,Animalia,1,Arthropoda,54,Arachnida,367,Ixodida,1425,,,,,
juliformia,Juliformia,,,,,,,,,,,,,,,,,,,
kalahariauncinata,Kalaharia uncinata,,,7308498,Kalaharia uncinata (Schinz) Moldenke,Kalaharia uncinata,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Kalaharia,8406701,
kalanchoelanceolata,Kalanchoe lanceolata,,,7334272,Kalanchoe lanceolata Pers.,Kalanchoe lanceolata,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Saxifragales,7219248,Crassulaceae,2406,Kalanchoe,2985928,
kalanchoepaniculata,Kalanchoe paniculata,,,4199199,Kalanchoe paniculata Harv.,Kalanchoe paniculata,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Saxifragales,7219248,Crassulaceae,2406,Kalanchoe,2985928,
kalanchoerotundifolia,Kalanchoe rotundifolia,,,7334162,Kalanchoe rotundifolia Haw.,Kalanchoe rotundifolia,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Saxifragales,7219248,Crassulaceae,2406,Kalanchoe,2985928,
kedrostishirtella,Kedrostis hirtella,,,3623786,Kedrostis hirtella Cogn.,Kedrostis hirtella,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Cucurbitales,7224005,Cucurbitaceae,6634,Kedrostis,7317652,
kinixysbelliana,Kinixys belliana,,,2441686,"Kinixys belliana Gray, 1831",Kinixys belliana,SPECIES,Animalia,1,Chordata,44,Reptilia,358,Testudines,793,Testudinidae,9618,Kinixys,2441682,
kobusellipsiprymnus,Kobus ellipsiprymnus,,,5220160,"Kobus ellipsiprymnus (Ogilby, 1833)",Kobus ellipsiprymnus,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Artiodactyla,731,Bovidae,9614,Kobus,2441094,
kobusleche,Kobus leche,,,5220162,"Kobus leche Gray, 1850",Kobus leche,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Artiodactyla,731,Bovidae,9614,Kobus,2441094,"herbivore; height: 95cm; the shoulders are lower than the crop, causing the body to slope forward;  the coat is reddish-brown on the back, lighter lower on the body and white on the belly; the legs are brown, the front legs have characteristic vertical black stripes; males are bigger than females and have horns;"
kobusvardonii,Kobus vardonii,,,5220163,"Kobus vardonii (Livingstone, 1857)",Kobus vardonii,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Artiodactyla,731,Bovidae,9614,Kobus,2441094,"herbivore; height: 80cm; the coat is golden brown, becoming lighter on the belly and darker on the face; white areas around the eyes and the mouth; the Puku can be distinguished from the Lechwe by the smaller size, the straight back and the absence of the black stripes on the front legs,"
kyllingaalata,Kyllinga alata,,,2718788,Cyperus alatus (Nees) F.Muell.,Cyperus alatus,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Cyperus,2713455,
kyllingaalba,Kyllinga alba,,,2718919,Cyperus controversus (Steud.) Mattf. & Kük.,Cyperus controversus,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Cyperus,2713455,"hairless sedge; up to 50 cm tall; leaves are bright green; the round, white inflorescences are attached to the erect flowering stems as terminal clusters; the spikelets are white or cinnamon coloured; the roots are aromatic"
lacertidae,Lacertidae,,,5201,Lacertidae,Lacertidae,FAMILY,Animalia,1,Chordata,44,Reptilia,358,Squamata,715,Lacertidae,5201,,,
lagenariasiceraria,Lagenaria siceraria,,,2874672,Lagenaria siceraria (Molina) Standl.,Lagenaria siceraria,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Cucurbitales,7224005,Cucurbitaceae,6634,Lagenaria,2874671,
lamprotornis,Lamprotornis,,,2489069,"Lamprotornis Temminck, 1820",Lamprotornis,GENUS,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Sturnidae,9350,Lamprotornis,2489069,
lamprotornisaustralis,Lamprotornis australis,,,2489070,"Lamprotornis australis (A.Smith, 1836)",Lamprotornis australis,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Sturnidae,9350,Lamprotornis,2489069,
lamprotornisnitens,Lamprotornis nitens,,,2489073,"Lamprotornis nitens (Linnaeus, 1766)",Lamprotornis nitens,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Sturnidae,9350,Lamprotornis,2489069,
lampyridae,Lampyridae,,,4737,Lampyridae,Lampyridae,FAMILY,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Lampyridae,4737,,,
laniariusatrococcineus,Laniarius atrococcineus,,,2484863,"Laniarius atrococcineus (Burchell, 1822)",Laniarius atrococcineus,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Malaconotidae,5250,Laniarius,2484859,
laniuscollaris,Lanius collaris,,,2492863,"Lanius collaris Linnaeus, 1766",Lanius collaris,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Laniidae,9315,Lanius,2483315,
laniusminor,Lanius minor,,,2492854,"Lanius minor Gmelin, 1788",Lanius minor,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Laniidae,9315,Lanius,2483315,
lanneadiscolor,Lannea discolor,,,3661097,Lannea discolor Engl.,Lannea discolor,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Sapindales,933,Anacardiaceae,2398,Lannea,7321650,
lantanarugosa,Lantana rugosa,,,7658661,Lantana rugosa Thunb.,Lantana rugosa,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Verbenaceae,6689,Lantana,2925302,
lasiocampidae,Lasiocampidae,,,3530,Lasiocampidae,Lasiocampidae,FAMILY,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Lasiocampidae,3530,,,
lebeckialinearifolia,Lebeckia linearifolia,,,2956812,Lebeckia linearifolia E.Mey.,Lebeckia linearifolia,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Lebeckia,2956783,"2m tall shrub, yellow flowers, blue-grey foliage, linear leaves divided in three, pods"
ledebouria,Ledebouria,,,8293484,Ledebouria Roth,Ledebouria,GENUS,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Asparagaceae,7683,Ledebouria,8293484,
ledebouriamarginata,Ledebouria marginata,,,2773813,Ledebouria marginata (Baker) Jessop,Ledebouria marginata,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Asparagaceae,7683,Ledebouria,8293484,
lemniscomysrosalia,Lemniscomys rosalia,,,2438201,"Lemniscomys rosalia (Thomas, 1904)",Lemniscomys rosalia,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Rodentia,1459,Muridae,5510,Lemniscomys,2438199,"herbivore; length: 27cm; colour ranges from pale grey to brown, down the mid-back is a characteristic dark stripe; the long tail is slim with little hair;"
leonotismicrophylla,Leonotis microphylla,,,3890311,Leonotis ocymifolia var. schinzii (Gürke) M.Iwarsson,Leonotis ocymifolia schinzii,VARIETY,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Leonotis,2926904,
lepidoptera,Lepidoptera,,,797,Lepidoptera,Lepidoptera,ORDER,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,,,,,
leptailurusserval,Leptailurus serval,,,2435172,"Leptailurus serval (Schreber, 1776)",Leptailurus serval,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Carnivora,732,Felidae,9703,Leptailurus,2435171,"carnivore; height 55-65cm; the Serval is a slender cat with long legs, a small head and large rounded ears; the colour ranges from dull white to golden-yellow with black stripes down the neck and black spots on the body; it can be distinguished from the Cheetah by the lack of tear marks and the larger ears;"
leptoptiloscrumeniferus,Leptoptilos crumeniferus,,,2481946,"Leptoptilos crumeniferus (Lesson, 1831)",Leptoptilos crumeniferus,SPECIES,Animalia,1,Chordata,44,Aves,212,Ciconiiformes,839,Ciconiidae,9289,Leptoptilos,2481944,"carnivore; body-length: 150 cm; white body, black wings; naked head and neck; large, pointy bill; whitish legs"
leptotyphlops,Leptotyphlops,,,9076857,"Leptotyphlops Fitzinger, 1843",Leptotyphlops,GENUS,Animalia,1,Chordata,44,Reptilia,358,Squamata,715,Leptotyphlopidae,6931,Leptotyphlops,9076857,
lepuscapensis,Lepus capensis,,,2436736,"Lepus capensis Linnaeus, 1758",Lepus capensis,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Lagomorpha,785,Leporidae,9379,Lepus,2436691,herbivore; this typical hare has well developed hind legs for running and leaping; the ears as well as the eyes are large; the colour of the coat varies from light brown to reddish to sandy grey; the females are larger than the males;
lepuseuropaeus,Lepus europaeus,,,7952072,"Lepus europaeus Pallas, 1778",Lepus europaeus,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Lagomorpha,785,Leporidae,9379,Lepus,2436691,
lepussaxatilis,Lepus saxatilis,,,2436775,"Lepus saxatilis F.Cuvier, 1823",Lepus saxatilis,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Lagomorpha,785,Leporidae,9379,Lepus,2436691,herbivore; body-length: 45-65cm; the fur on the back is grizzled gray with black speckles; the belly is white; the short tail is dark on top and white underneath; the erect ears are prominent; the Scrub Hare is larger than the Cape Hare
leucasmartinicensis,Leucas martinicensis,,,7775217,Leucas martinicensis (Jacq.) R.Br.,Leucas martinicensis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Leucas,2927112,
lippiajavanica,Lippia javanica,,,4086664,Lippia javanica Spreng.,Lippia javanica,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Verbenaceae,6689,Lippia,2925383,
lippiascaberrima,Lippia scaberrima,,,4084203,Lippia scaberrima Sond.,Lippia scaberrima,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Verbenaceae,6689,Lippia,2925383,
locustamigratoriamigratorioides,Locusta migratoria migratorioides,,,5099388,"Locusta migratoria migratorioides (Reiche, L.J. & Fairmaire, 1849)",Locusta migratoria migratorioides,SUBSPECIES,Animalia,1,Arthropoda,54,Insecta,216,Orthoptera,1458,Acrididae,9394,Locusta,1687259,
locustanapardalina,Locustana pardalina,,,1713749,"Locustana pardalina (F.Walker, 1870)",Locustana pardalina,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Orthoptera,1458,Acrididae,9394,Locustana,1713748,
lonchocarpusnelsii,Lonchocarpus nelsii,,,2969055,Lonchocarpus nelsii Schinz ex Heering & Grimme,Lonchocarpus nelsii,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Lonchocarpus,2968975,
lophotisruficrista,Lophotis ruficrista,,,2474882,"Lophotis ruficrista (A.Smith, 1836)",Lophotis ruficrista,SPECIES,Animalia,1,Chordata,44,Aves,212,Otidiformes,8708973,Otididae,9610,Lophotis,2474879,
loxodontaafricana,Loxodonta africana,,,2435350,"Loxodonta africana (Blumenbach, 1797)",Loxodonta africana,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Proboscidea,799,Elephantidae,9427,Loxodonta,2435348,"herbivore; height: 3-3,75m; the African Bush elephant has large flat ears; its trunk ends with two opposing extensions; both sexes have large tusks; females are smaller and have smaller tusks;"
lycaonpictus,Lycaon pictus,,,5219317,"Lycaon pictus (Temminck, 1820)",Lycaon pictus,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Carnivora,732,Canidae,9701,Lycaon,2434544,"carnivore; height: 75cm; these canids have a short dark snout and large, round ears; the body and legs are white with yellow, brown and black blotches, the bushy tail is white; the pattern and colour differs among individuals; down the centre of the forehead is a dark stripe;"
lycidae,Lycidae,,,7836,Lycidae,Lycidae,FAMILY,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Lycidae,7836,,,
