id,scientific_name,synonyms,description,english_name,kingdom,phylum,class,order,family,genus,characteristics,biotope,countries__ids,general_uses,notes,refs__ids,links
eragrostislehmanniana,Eragrostis lehmanniana,,,Lehmann's love grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Eragrostis,"perennial grass, abundant, conspicious bend at the lowermost nodes of the culms, reproduces vegetatively through touching the groung with its nodes, slender but sturdy tufted grass, stick-like",,"BW,NA,ZA",,,vanrooyen2001[98],
eragrostisnindensis,Eragrostis nindensis,,,,Plantae,,,,,,,,,,,,
eragrostispallens,Eragrostis pallens,,,,Plantae,,,,,,,,,,,,
eragrostisrigidior,Eragrostis rigidior,Eragrostis cylindriflora,,Curlyleaf,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Eragrostis,,,"BW,NA",,,,
eragrostistrichophora,Eragrostis trichophora,,,Eragrostis sp.,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Eragrostis,"perennial grass, 60cm tall, slender and wiry appearance, branched culms with purple nodes, inflorescence is an open panicle with branches arranged in whorls",sandy soil,"BW,NA,ZA",,,vanrooyen2001[100],
eragrostisviscosa,Eragrostis viscosa,,,,Plantae,,,,,,,,,,,,
eremias,Eremias,,,Knox's ocellated sand lizard,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Eremias,,,"BW,ZA",,,,
eremomelaicteropygialis,Eremomela icteropygialis,,,Yellow-bellied eremomela,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Eremomela,,,,,,,
eremopterixleucotis,Eremopterix leucotis,,,Chestnut-backed sparrow-lark,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Eremopterix,,,"BW,NA,ZA",,,,
eresidae,Eresidae,,,"Velvet spider, Eresid spider",Animalia,Arthropoda,Arachnida,Araneae,Eresidae,Eresus,,,"BW,NA,ZA",,,,
erianthemumngamicum,Erianthemum ngamicum,,,,Plantae,,,,,,,,,,,,
erinaceinae,Erinaceinae,,,Hedgehogs,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,,,,,,,
eriocephalusmicrophylluspubescens,Eriocephalus microphyllus var. pubescens,,,Kapok bush,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eriocephalus,"shrub, up to 1m tall, very small reddish flowers, white seeds puffs which cover the ground like snow, small leaves with strong aromatic fragrance",,"BW,NA,ZA",,synonym: Eriocephalus pubescens,vanderwalt1999[83],
eriospermumbakerianum,Eriospermum bakerianum,,,Heart-leaf lily,,,,,,,"herb; basal, heart-shaped leaves; small, white flowers in a multi-branched inflorescence",rocky area,,,,burke2007[66],
eriospermummackeniigalpinii,Eriospermum mackenii galpinii,Eriospermum omahekense,,,Plantae,,,,,,,,,,,,
erythrophleumafricanum,Erythrophleum africanum,,,Ordeal tree,Plantae,,,,,,,,,,,,
erythropygiapaena,Erythropygia paena,,,Kalahari scrub-robin,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Cercotrichas,,,"BW,NA,ZA",,,,
eucalyptus,Eucalyptus,,,Eucalyptus,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,,,,,,,
eucleacrispa,Euclea crispa,,,Blue-leaved euclea,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Euclea,,,"BW,NA",,,,
eucleanatalensis,Euclea natalensis,,,Coastal hairy guarri,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Euclea,,,"BW,NA",,,,
eucleaundulata,Euclea undulata,,,Small-leaved guarri,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Euclea,,,"BW,NA",,,,
eumenidae,Eumenidae,,,Potter wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Polistes,,,"BW,NA,ZA",,,,
euplectesorix,Euplectes orix,,,Red bishop,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Euplectes,,,"BW,ZA",,,,
euplectesprogne,Euplectes progne,,,Long-tailed widowbird,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Euplectes,,,"BW,ZA",,,,
eupodotisafra,Eupodotis afra,,,Black korhaan,Animalia,Chordata,Aves,Gruiformes,Otididae,Afrotis,,,"BW,NA,ZA",,,,
eupodotisruficrista,Eupodotis ruficrista,,,Redcrested korhaan,Animalia,Chordata,Aves,Gruiformes,Otididae,Lophotis,omnivore; body-length: 50 cm; brownish above; black below; red crest is only visible in displaying males,"shrubland, grassland","BW,NA,ZA",,synonym: Lophotis ruficrista,sinclair1994[114],
eurocephalusanguitimens,Eurocephalus anguitimens,,,Southern white-crowned shrike,Animalia,Chordata,Aves,Passeriformes,Laniidae,Eurocephalus,,,"BW,NA,ZA",,,,
falco,Falco,,,Falcons,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,,,,,,,
falcobiarmicus,Falco biarmicus,,,Lanner falcon,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,"carnivore; body-length: 40-45 cm, rufous and black head and crown; pinkish underside; dark back","grassland, desert, mountains","BW,NA,ZA,ZW",,,sinclair1994[88],
falcochicquera,Falco chicquera,,,Red-necked falcon,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,"carnivore; body-length: 30-36 cm, chestnut head and nape; dark brown moustach-like patches on the face; black and white barred belly; white throat; grey tail with black band","savanna, dry area; river course","BW,ZA",,,sinclair1994[90],
falconaumanni,Falco naumanni,,,Lesser kestrel,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,"carnivore; body-length: 30 cm, chestnut, unspotted back; grey head, tail and secondaries",grassland,"BW,ZA",,,sinclair1994[92],
falcoperegrinus,Falco peregrinus,,,Peregrine falcon,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,"carnivore; body-length: 34-38 cm, black forehead and crown; black moustach-like marks in the face; white underside speckled with black",rocky area,"BW,ZA",,,sinclair1994[88],
falcorupicoloides,Falco rupicoloides,,,Greater kestrel,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,"carnivore; body-length: 36-40 cm, plumage chestnut with black spots and barrs; whitish underwing",,"BW,ZA",,,sinclair1994[92],
faureasaligna,Faurea saligna,,,Willow beechwood,Viridiplantae,Streptophyta,Magnoliopsida,Proteales,Proteaceae,Faurea,,,"BW,ZA",,,,
feliscatus,Felis catus,,,Domestic cat,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,,,,,,,
felisnigripes,Felis nigripes,,,African black-footed cat,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,"carnivore: height: 25cm; this is the smallest cat in Africa; its coat varies from cinnamon to tawny and is patterned with dark spots that merge to form rings and stripes on the tail, legs and neck;","savanna, scrubforest, grassland, desert","BW,NA,ZA",,Small spotted Cat,cillie1997[122],
felissylvestrislybica,Felis sylvestris lybica,Felis lybica,,African wild cat,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,carnivore; the African Wild Cat resembles the domestic cat; its colour varies from grey to dark grey with redddish stripes on the legs and a reddish tinge on the back of the ears; they are larger than the African black-footed Cat and have less spots;,"savanna, forest, shrubland, grassland, rocky area, desert, mountains","BW,MZ,NA,ZA,ZW",,,cillie1997[120],
ferrariaglutinosa,Ferraria glutinosa,,,Ferraria sp.,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Ferraria,,,"BW,NA,ZA",,,,
ficusingens,Ficus ingens,,,Red-leaved rock fig,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Moraceae,Ficus,,,"BW,NA",,,,
ficussalicifolia,Ficus salicifolia,Ficus cordata subsp. salicifolia,,Willow-leaved fig,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Moraceae,Ficus,,,"BW,NA,ZA",,,,
fimbristylishispidula,Fimbristylis hispidula,Bulbostylis hispidula,,Fimbristylis hispidula,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Bulbostylis,,,"BW,NA,ZA",,,,
formicidae,Formicidae,,,Ants,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,,,"BW,NA,ZA",,,,
francolinus,Francolinus,,,,Animalia,Chordata,Aves,Galliformes,Phasianidae,Francolinus,,,,,,,
francolinusadspersus,Francolinus adspersus,,,Red-billed francolin,Animalia,Chordata,Aves,Galliformes,Phasianidae,Francolinus,omnivore; body-length: 35-38 cm; dark brown plumage without streaks or blotches; red bill; yellow skin around the eyes ,"grassland, woodland","BW,NA,ZA",,,sinclair1994[94],
francolinuslevaillantoides,Francolinus levaillantoides,Scleroptila levaillantoides,,Orange river francolin,Animalia,,,,,,"omnivore; body-length: 35 cm; speckled, dark brown plumage; white throat; dark necklace",grassland,,,,sinclair1994[96],
fungi,Fungi,,,Fungi,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phellinus,,,,,,,
galagomoholi,Galago moholi,,,Moholi bushbaby,Animalia,Chordata,Mammalia,Primates,Galagonidae,Galago,"omnivore; body-length: 14-17cm; this small primate has light brown fur with e yellow tinge towards the belly and limbs; the extremely large, bare ears can be moved independently and have four vertical ridges; the large eyes are surrounded by a dark mask; the hind legs are longer than the forelegs;","savanna, forest, grassland, semi-arid woodland","BW,MZ,NA,ZA,ZW",,"South African Galago, Lesser Bushbaby",cillie1997[196],
galerellaflavescens,Galerella flavescens,,,Kaokoland slender mongoose,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Galerella,omnivore; the coat is dark reddish-brown with the last third of the tail black; the Slender Mongoose and the Kaokoland Slender Mongoose can be distinguished by habitat and the darker colour of the Kaokoland Slander Mongoose;,"woodland, rocky area",,,Angolan Slender Mongoose,cillie1997[152],
galerellapulverulenta,Galerella pulverulenta,,,Cape lesser grey mongoose,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Galerella,omnivore; this Mongoose looks grey from a distance but is actually black with white and grey speckles; it can be distinguished from the other Mongooses by colour and habitat;,"forest, semi-desert shrubland, fynbos","NA,ZA",,Small Grey Mongoose,cillie1997[154],
galerellasanguinea,Galerella sanguinea,,,"Slender mongoose, Black-tipped mongoose, Black-tailed mongoose",Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Galerella,omnivore; the colour of this Mongoose is usually correlated with the soil colour for camouflage and ranges from yellowish-grey to reddish; the long and upwards bent tail has a black tip;,,"BW,NA,ZA",,,cillie1997[152],
gallusgallus,Gallus gallus,,,Chicken,Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus,,,,,,,
gastropoda,Gastropoda,,,Snails & Slugs,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cepaea,,,,,,,
gazaniakrebsianaserrulata,Gazania krebsiana serrulata,,,Gazania sp.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gazania,,,"BW,NA,ZA",,,,
geigeriaburkei,Geigeria burkei,,,Geigeria sp.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Geigeria,,,"BW,NA",,,,
geigeriapectidea,Geigeria pectidea,,,River vermeerbossie,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Geigeria,"small bush, 10 – 30cm tall, flowers grouped in small compact heads, outer flowers unisexual (female) and inner flowers bisexual, grows in riverbeds, causes paralysis of the oesophagus, pneumonia and vomiting when eaten by sheep",river course,"BW,NA,ZA",,G. pectidia in vanderwalt1999[84],vanderwalt1999[84];burke2007[92],
gekkonidae,Gekkonidae,,,Geckos,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,,,,,,,
genettagenetta,Genetta genetta,,,Small-spotted genet,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,"carnivore; this cat-like animal has a grey coat with black spots on it; the tail is very long and has grey and black rings, the tip is always white; the ears are very thin and rounded; each individual has a characteristic face mask;","savanna, forest, scrubforest, grassland","BW,MZ,NA,ZA,ZW",,,cillie1997[144],
genettagenettapulchra,Genetta genetta pulchra,,,Small-spotted genet,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,,,"BW,NA",,,,
genettamaculata,Genetta maculata,,,Rusty-spottet genet,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,"carnivore; small cat-like animal with a grey coat and rustbrown spots and stripes; a distinct band of rustbrown hair begins at the shoulders and ends at the base of the tail; the tail is grey with rustbrown rings, the tip is black; the face is light with white marks underneath the eyes and on the muzzle which are divided by a black mark;","savanna, rainforest, grassland, woodland, swamps","BW,MZ,NA,ZA,ZW",,panther genet,cillie1997[146],
genettatigrina,Genetta tigrina,,,Large-spotted genet,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,"carnivore; this cat-like animal has a greyish-white coat with dark spots; the tail is long and and dark with white rings, the tip is black; a distinct band of dark hair begins just behind the shoulders and ends at the base of the tail; there are white spots underneath the eyes and the cheeks are white, these white areas are divided by a dark mark;","savanna, forest, grassland, fynbos","BW,ZA",,,cillie1997[146],
geochelonepardalis,Geochelone pardalis,,,Leopard tortoise,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Psammobates,,,"BW,NA,ZA",,,,
gerrhosaurusflavigularis,Gerrhosaurus flavigularis,,,Yellow-throated plated lizard,Animalia,Chordata,Reptilia,Squamata,Gerrhosauridae,Gerrhosaurus,,,"BW,ZA",,,,
gerrhosaurusnigrolineatus,Gerrhosaurus nigrolineatus,,,Black-lined plated lizard,Animalia,Chordata,Reptilia,Squamata,Gerrhosauridae,Gerrhosaurus,,,"BW,NA,ZA,ZW",,,,
giraffacamelopardalis,Giraffa camelopardalis,,,Giraffe,Animalia,Chordata,Mammalia,Artiodactyla,Giraffidae,Giraffa,"herbivore; characteristic are the long legs and the very long neck; the whitish-yellow body is covered with brown patches that get darker as the animal ages; on top of the head are two short horns that are covered with black hair; they have a mane of short, stiff hair;","savanna, scrubforest, grassland, woodland","BW,MZ,NA,ZA,ZW",,,cillie1997[96],
glaucidiumperlatum,Glaucidium perlatum,,,Pearlspotted owlet,Animalia,Chordata,Aves,Strigiformes,Strigidae,Glaucidium,,,"BW,NA,ZA",,,,
glossina,Glossina,,,Tsetse fly,Metazoa,Arthropoda,Insecta,Diptera,Glossinidae,Glossina,,,"BW,ZA",,,,
gnaphaliumundulatum,Gnaphalium undulatum,,,Gnaphalium sp.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gnaphalium,,,"BW,NA",,,,
gnidiacapitata,Gnidia capitata,,,Gnidia sp.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Thymelaeaceae,Gnidia,,,"BW,NA",,,,
gnidiapolycephala,Gnidia polycephala,,,January bush,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Thymelaeaceae,Gnidia,"bush, up to 1,5 m tall, yellow flowers, almost leafless greenish branches, fluffy seeds dispersed by wind, contains poisonous substances when flowering",sandy soil,"BW,NA,ZA",,,vanderwalt1999[78];vanrooyen2001[72],
gomphocarpusfruticosus,Gomphocarpus fruticosus,,,Narrow-leaf cotton bush,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Gomphocarpus,"herb or shrublet; up to 1,5 m tall; produces milky, poisonous latex; lance-shaped leaves; up to 10 yellow flowers in an axillary umbel; fruit is a heart-shaped, hairy follicle;the seeds have a parachute of long hairs",dry river course,,,,vanrooyen2001[180],
gonopus,Gonopus,,,"Darkling beetle, Darkening beetle",Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,,,,"BW,NA,ZA",,,,
graphiurusmurinus,Graphiurus murinus,,,Woodland dormouse,Animalia,Chordata,Mammalia,Rodentia,Myoxidae,Graphiurus,omnivore; body-length: 7-16cm; the fur is grey on the back and white on the underparts; the tail is long(5-13 cm) and fluffy; the eyes have a black mark around them; the ears are round;,"savanna, forest, grassland","BW,NA,MZ,ZA,ZW",,,cillie1997[211],
grewiaavellanahiern,Grewia avellana,,,Grewia sp.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Grewia,,,"BW,NA,ZA",,,,
grewiaflava,Grewia flava,,,Velvet raisin,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Grewia,"slightly hairy shrub, up to 3m tall, pale green leaves, yellow flowers, red-brown round fruits 8 mm in diameter","dry savanna, dry river courses, sandy soil","BW,NA,ZA",,,vanderwalt1999[70];vanrooyen2001[48],
grewiaflavescens,Grewia flavescens,,,Sandpaper raisin,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Grewia,"shrub; 2-3 m tall; 4-angled stems; large hairy leaves; yellow flowers grow in axillary clusters; small, two- or four-lobed fruit","rocky area, dry river course, sandy soil","BW,NA,ZA",,,burke2007[44],
grewiaoccidentalis,Grewia occidentalis,,,Crossberry,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Grewia,,,"BW,ZA",,,,
grewiaretinervis,Grewia retinervis,,,Kalahari sand raisin,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Grewia,"bush, 2m tall, elliptic leaves with serrate margins, bright yellow flowers, reddish-brown, spherical fruit (diameter: 8mm)","savanna, woodland","BW,NA,ZA",,,vanrooyen2001[48],
gryllidae,Gryllidae,,,True cricket,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,,,,"BW,ZA",,,,
gymnosporiaheterophylla,Gymnosporia heterophylla,,,Caribbean mayten,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Maytenus,,,"BW,ZA",,,,
gypohieraxangolensis,Gypohierax angolensis,,,Palm-nut vulture,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gypohierax,"carnivore; body-length: 60 cm, black plumage; white tipped wings; black tail",coastal forest,,,,sinclair1994[72],
gypsafricanus,Gyps africanus,,,White-backed vulture,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,"nivore; body-length: 110 cm, wedge-shaped tail and long, narrow wings;rust-coloured below and dark above; pale head with black face and 'beard'","savanna, woodland","BW,NA,ZA",,,sinclair1994[70],
gypscoprotheres,Gyps coprotheres,,,Cape vulture,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,,,"BW,NA,ZA",,,,
gyrinidae,Gyrinidae,,,Whirligig beetle,Animalia,Arthropoda,Insecta,Coleoptera,Gyrinidae,Gyrinus,,,"BW,ZA",,,,
haliaeetusvocifer,Haliaeetus vocifer,,,African fish eagle,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,"carnivore; body-length: 63-73 cm; white head, breast and tail; brown belly and forewings; black wings","freshwater, coast","BW,ZA",,,sinclair1994[72],
harpagophytumprocumbens,Harpagophytum procumbens,,,Grapple Plant,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Pedaliaceae,Harpagophytum,"perennial herb, purple flowers with yellow inside throat, fruit capsules with long bent hooks, woody creepers up to 1,5 m long, root tubers used as medicine",sandy soil,"BW,NA,ZA",,,vanderwalt1999[103];vanrooyen2001[144],
helichrysumargyrosphaerum,Helichrysum argyrosphaerum,,,Silverheads,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helichrysum,"short runners rich in flowers, flowers mostly yellow with a pink edge or white becoming gradually pink towards the centre, hairy spoon-shaped leaves","sandy soil, dune","BW,NA,ZA",,,vanderwalt1999[116];vanrooyen2001[192],
helichrysumparonychioides,Helichrysum paronychioides,,,Helichrysum sp.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helichrysum,,,"BW,NA",,,,
helioboluslugubris,Heliobolus lugubris,,,"Bushveld lizard, Mourning racerunner",Animalia,Chordata,Reptilia,Squamata,Lacertidae,Heliobolus,,,"BW,NA",,,,
heliotropiumciliatum,Heliotropium ciliatum,,,Heliotropium sp.,Viridiplantae,Streptophyta,Magnoliopsida,Boraginales,Heliotropiaceae,Heliotropium,"erect, perennial herb; up to 80 cm tall; stems hairy; lance- to egg-shaped, alternate leaves; white flowers in a unilateral spike; fruit is a drupe","sandy soil, dune",,,,vanrooyen2001[180],
heliotropiumovalifolium,Heliotropium ovalifolium,,,Heloitropium sp.,Viridiplantae,Streptophyta,Magnoliopsida,Boraginales,Heliotropiaceae,Heliotropium,,,,,CHECK,,
helogaleparvula,Helogale parvula,,,Dwarf mongoose,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Helogale,carnivore; body-length: 20-30 cm; the coat is dark brown to rust-brown; the ears are prominent;,"savanna, forest, shrubland","BW,MZ,NA,ZA,ZW",,,cillie1997[162],
hemachatushaemachatus,Hemachatus haemachatus,,,"Ringhals, Ring-necked spitting cobra",Animalia,Chordata,Reptilia,Squamata,Elapidae,Hemachatus,,,"BW,ZA",,,,
hermanniatomentosa,Hermannia tomentosa,,,Hermannia sp.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Hermannia,"perennial herb or shrublet; spreading growth; up to 40 cm tall; narrrow, hairy leaves with serrate margins; yellow or pink flowers; fruit is a hairy capsule","sandy soil, dune","BW,NA,ZA",,,vanrooyen2001[178],
hermbstaedtiafleckii,Hermbstaedtia fleckii,,,Cat's tail,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Hermbstaedtia,"annual, erect herb; up to 60 cm tall; linear, hairy leaves; the inflorescence is a terminal spike with a hairy axis and white to magenta flowers","savanna, sandy soil","BW,NA,ZA",,,vanrooyen2001[158],
hermbstaedtialinearis,Hermbstaedtia linearis,,,Cat's tail,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Hermbstaedtia,"annual herb, up to 40 cm tall, perennial rootstock, small purple flowers in a terminal spike-shaped inflorescence",,"BW,NA,ZA",,,vanderwalt1999[116],
herpestesichneumon,Herpestes ichneumon,,,Egyptian mongoose,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,"carnivore; body-length: 50-60 cm; they have a long, low-slung form; the grey coat is dotted with brownish speckles; the tail ends with a black tassel;","marshland, swamps","BW,NA,MZ,ZA,ZW",,,cillie1997[166],
hibiscusengleri,Hibiscus engleri,,,Hibiscus sp.,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus,,,"BW,NA",,,,
hippoboscidae,Hippoboscidae,,,Louse fly,Animalia,Arthropoda,Insecta,Diptera,Hippoboscidae,Lipoptena,,,"BW,NA,ZA",,,,
hippopotamusamphibius,Hippopotamus amphibius,,,Common hippopotamus,Animalia,Chordata,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,herbivore; height: 150-165 cm; this very large semiaquatic animal is generally grey-brown but the belly and skinfolds are yellowish-pink; it has a very large mouth; the nostrils and the eyes are on top of the head; the ears are small and rounded;,"freshwater, swamps","BW,MZ,NA,ZA,ZW",,,cillie1997[106],
hipposideroscaffer,Hipposideros caffer,,,Sundevall's roundleaf bat,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Hipposideros,"insectivore; body-length: 8-9 cm, wing-span: 29 cm; the colour varies from grey-brown to golden-yellow; the ears are large and pointy; the nose-leaf is horseshoe-shaped; some have large (4 cm) teats in the pubic area;","savanna, forest","BW,MZ,NA,ZA,ZW",,,cillie1997[210],
hippotragusequinus,Hippotragus equinus,,,Roan antelope,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,"herbivore; height: 135 cm, the coat is reddish-brown and has an erect mane, the belly is lighter brown and the tail is dark brown to black, the face is black with white patches in front of the eyes and a white mouth, both sexes have horns which curve backwards, females are slightly smaller","savanna, grassland, woodland","BW,MZ,NA.ZA,ZW",,,cillie1997[34],
hippotragusniger,Hippotragus niger,,,Sable antelope,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,herbivore; height: 135 cm; the coat is dark brown on the back and white on the belly and buttocks; the face is white with three vertical black stripes; both sexes have horns which curve backwards; the female is slightly smaller than the male,"savanna, grassland, woodland","BW,MZ,ZA,ZW",,,cillie1997[36],
hirundorustica,Hirundo rustica,,,Barn Swallow,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,,,KH;MA;PW;PT;CN;TW;DE;US;BT;SE;IN;PH;SG;MX;ES;GR,,,,
hodotermes,Hodotermes,,,Northern harvester termite,Animalia,Arthropoda,Insecta,Blattodea,Hodotermitidae,Hodotermes,,,"BW,NA,ZA",,,,
hodotermesmossambicus,Hodotermes mossambicus,,,,Animalia,,,,,,,,,,,,
hoffmannseggiaburchellii,Hoffmannseggia burchellii,,,Hoffmannseggia sp.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hoffmannseggia,"erect, hairy herb; up to 30 cm tall; pinnately compound leaves; orange or red to purple flowers arranged in racemes; fruit is an oblong pod",sandy soil,"BW,NA,ZA",,,vanrooyen2001[168],
hoodiagordonii,Hoodia gordonii,,,Wild ghaap,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Hoodia,"succulent, 0,5 – 1 m tall, large dusty pink flowers, greyish green or greyish brown colour of the plant, plant is said to suppress the appetite (not scientifically proven)",,"BW,NA,ZA",,,vanderwalt1999[85],
huernialongituba,Huernia longituba,,,Huernia sp.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Huernia,,,,,,,
huerniopsisdecipiens,Huerniopsis decipiens,,,Huerniopsis sp.,Plantae,,,,,,,,,,,,
hyaenabrunnea,Hyaena brunnea,,,Brown hyena,Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Hyaena,"carnivore; height: 70-80 cm; the animal is dark brown with a light  cloak on the shoulders and neck, the back and neck are covered in long fur; the belly and forehead are lighter coloured; the legs are dark and have light rings; it has large, pointy ears; the forequarters are more strongly developed than the hindquarters, the back is sloping;","savanna, grassland, desert","BW,MZ,NA.ZA,ZW",,,cillie1997[126],
hydrictismaculicollis,Hydrictis maculicollis,,,Spotted-necked otter,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Hydrictis,carnivore; body-length: 70-75 cm; the fur is usually reddish to brown with white spots on the chest and throat; it has sleek and webbed paws for swimming;,"freshwater, swamps","BW,MZ,NA.ZA",,,cillie1997[166],
hyparrheniafilipendulapilosa,Hyparrhenia filipendula pilosa,Andropogon filipendulus,,Hyparrhenia sp.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hyparrhenia,,,"BW,NA",,,,
hypolimnasmisippus,Hypolimnas misippus,,,False plain tiger,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hypolimnas,,,"BW,ZA",,,,
hypoxisnitida,Hypoxis nitida,Hypoxis obtusa,,Hypoxis sp.,Plantae,Tracheophyta,Liliopsida,Asparagales,Hypoxidaceae,Hypoxis,,,"BW,NA",,check (not found in EOL or Wikipedia),,
hystrixafricaeaustralis,Hystrix africaeaustralis,,,Southern African porcupine,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,"herbivore; body-length: 60-80 cm; this very large rodent is covered with quills and spines; the 30-50 cm long quills are white with black rings; the belly,legs and face are covered with short, coarse hair; females are larger than males;","savanna, forest, shrubland, grassland, rocky area","BW,MZ,NA.ZA,ZW",,Cape Porcupine,cillie1997[182],
ichneumiaalbicauda,Ichneumia albicauda,,,White-tailed mongoose,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Ichneumia,omnivore; body-length  60cm; the coat is grey-brown; the hind legs are very long causing the back to slant forward when it walks; the tail is covered in long white hair;,"savanna, forest, grassland, woodland","BW,MZ,NA.ZA,ZW",,,cillie1997[156],
ictonyxstriatus,Ictonyx striatus,,,Zorilla,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Ictonyx,"carnivore; height 10-15cm; this short legged predator has black fur with 4 parallel, white stripes on the back; it has white marks underneath the ears and between the eyes;","savanna, forest, grassland, woodland, semi-desert, swamps, mountains","BW,MZ,NA.ZA,ZW",,Striped Polecat,cillie1997[148],
