id,scientific_name,synonyms,description,english_name,kingdom,phylum,class,order,family,genus,characteristics,biotope,countries__ids,general_uses,notes,refs__ids,links
combretumpsidioides,Combretum psidioides,,,Savanna bushwillow,Plantae,,,,,,,,,,,,
combretumzeyheri,Combretum zeyheri,,,Large-fruited bush-willow,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,,,"BW,NA",,,,
commelinaforskalaei,Commelina forskalaei,,,,Plantae,Magnoliophyta,Liliopsida,Commelinales,Commelinaceae,Commelina,,,BF;SN;NG,,,,
commelinalivingstonii,Commelina Livingstonii,,,Commelina sp.,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Commelina,,,"BW,NA,ZA",,,,
commelinasubulata,Commelina subulata,,,,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Commelina,,,ML;BF;TZ;BJ,,,,
commicarpuspentandrusburchheimerl,Commicarpus pentandrus,,,Commicarpus sp.,Viridiplantae,Streptophyta,,Caryophyllales,Nyctaginaceae,Commicarpus,,,"BW,NA,ZA",,,,
commiphoraafricana,Commiphora africana,,,African myrrh,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Burseraceae,Commiphora,,,"BW,NA,ZA,ZW",,,,
commiphoraangolensis,Commiphora angolensis,,,Sand corkwood,Plantae,,,,,,,,,,,,
commiphoraglandulosa,Commiphora glandulosa,,,Tall firethorn corkwood,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Burseraceae,Commiphora,,,"BW,NA,ZW",,,,
commiphoramollis,Commiphora mollis,,,Velvet-leaved corkwood,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Burseraceae,Commiphora,,,,,,,http://eol.org/pages/5616330/overview
commiphorapyracanthoides,Commiphora pyracanthoides,,,Firethorn corkwood,Plantae,,,,,,,,,,,,
connochaetesgnou,Connochaetes gnou,,,Black wildebeest,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Connochaetes,"herbivore; height: 100-120 cm; the coat is dark brown; the white tail is long and horse-like; they have a straight, light brown mane; the face is dark and has hair on the nose and a beard; both sexes have horns that curl forward;","savanna, scrubforest, grassland","BW,ZA",,,cillie1997[80],
connochaetestaurinus,Connochaetes taurinus,,,Brindled gnu,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Connochaetes,"herbivore; height: 115-145 cm; the coat is dark grey-brown with vertical darker stripes on the neck and flanks; the mane, face, beard and long tail are black; both sexes have horns that curve sideways; the males are considerably larger than the females","savanna, grassland, woodland","BW,MZ,NA,ZA,ZW",,Blue Wildebeest,cillie1997[82],
conyzabonariensis,Conyza bonariensis,,,Asthmaweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,,,"BW,ZA",,,,
coraciascaudatus,Coracias caudatus,Coracias caudata,,Lilac-breasted roller,Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,,,"BW,MZ,NA,ZA,ZW",,,,
coraciasgarrulus,Coracias garrulus,,,European roller,Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,,,"BW,ZA",,,,
coraciasnaevia,Coracias naevia,,,Purple roller,Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,,,"BW,NA,ZA",,,,
coraciidae,Coraciidae,,,Rollers,Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,,,,,,,
corallocarpus,Corallocarpus,,,,Plantae,,,,,,,,,,,,
corallocarpusbainesiihookfameeuse,Corallocarpus bainesii,,,Corallocarpus sp.,Viridiplantae,Streptophyta,,Cucurbitales,Cucurbitaceae,Corallocarpus,,,"BW,NA,ZA,ZW",,,,
corallocarpustriangularis,Corallocarpus triangularis,,,Corallocarpus sp.,Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Corallocarpus,,,,,,,
corallocarpuswelwitschii,Corallocarpus welwitschii,,,,Plantae,,,,,,,,,,,,
cordylustropidosternum,Cordylus tropidosternum,,,Tropical spinytail lizard,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Cordylus,,,"BW,ZA",,,,
coreidae,Coreidae,,,Leaf-footed bug,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Thasus,,,"BW,ZA",,,,
corvinellamelanoleuca,Corvinella melanoleuca,,,Magpie shrike,Animalia,Chordata,Aves,Passeriformes,Laniidae,Corvinella,,,"BW,ZA",,,,
corvus,Corvus,,,Crows,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,,,,,,,
corvusalbicollis,Corvus albicollis,,,White-necked raven,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,,,"BW,ZA",,,,
corvusalbus,Corvus albus,,,Pied crow,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,,,"BW,NA,ZA",,,,
corvuscapensis,Corvus capensis,,,Cape crow,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,,,"BW,NA,ZA,ZW",,,,
corythaixoidesconcolor,Corythaixoides concolor,,,Grey go-away-bird,Animalia,Chordata,Aves,Musophagiformes,Musophagidae,Corythaixoides,,,"BW,ZA",,,,
coturnixcoturnix,Coturnix coturnix,,,Common quail,Animalia,Chordata,Aves,Galliformes,Phasianidae,Coturnix,omnivore; body-length: 18 cm; speckled brown plumage,grassland,"BW,ZA",,,sinclair1994[100],
coturnixdelegorguei,Coturnix delegorguei,,,Harlequin quail,Animalia,Chordata,Aves,Galliformes,Phasianidae,Coturnix,omnivore; body-length: 18 cm; dark brown plumage on the back; chestnut with black streaks below; black breast ,grassland,,,,sinclair1994[100],
creatophoracinerea,Creatophora cinerea,,,Wattled starling,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Creatophora,,,"BW,NA,ZA",,,,
crematogaster,Crematogaster,,,Acrobat ant,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,,,"BW,NA,ZA",,,,
crinum,Crinum,,,Swamplily,Plantae,,,,,,,,,,,,
crinumfoetidum,Crinum foetidum,,,Crinum sp.,Viridiplantae,Streptophyta,Liliopsida,Asparagales,Amaryllidaceae,Crinum,"perennial, bulbous plant; up to 35 cm tall; few green-blue leaves; inflorescence is a umbel with multiple, long, white flowers;fruit is a large capsule with  black seeds","sandy soil, dune","BW,NA,ZA",,,vanrooyen2001[122],
crocidurahirta,Crocidura hirta,,,Lesser red musk shrew,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Crocidura,"insectivore; length: 13 cm, tail-length: 4; this greyish brown shrew has a short tail, a long snout and large round ears; the eyes are small;","savanna, grassland, semi-arid desert","BW,MZ,NA,ZA,ZW",,,cillie1997[206],
crocodylidae,Crocodylidae,,,Crocodiles,Animalia,,,,,,,,,,,,
crocodylusniloticus,Crocodylus niloticus,,,Nile crocodile,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,,,"BW,ZA",,,,
crocutacrocuta,Crocuta crocuta,,,Spotted hyena,Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,"carnivore; height: 70-90 cm; the colour ranges from dull yellow to white, with irregular dark spots;it has a short mane and overall short hair; the animal has a large head with round ears, e strong neck and a sloping back;","savanna,scrubforest, montane forest, grassland","BW,MZ,NA,ZA,ZW",,Laughing Hyaena,cillie1997[124],
crotalariadamarensis,Crotalaria damarensis,,,Crotalaria sp.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,,,"BW,NA,ZA,ZW",,,,
crotalariaflavicarinata,Crotalaria flavicarinata,,,,Plantae,,,,,,,,,,,,
crotalarialotoides,Crotalaria lotoides,,,Crotalaria sp.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,,,"BW,NA",,,,
crotalariaorientalis,Crotalaria orientalis,,,Crotalaria sp.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,"shrub, 1m tall, straight stems, small leaves, whitish to yellow flowers (similar to pea-flower), the fruit is an inflated pod","sandy soil, dune","BW,NA,ZA",,,vanrooyen2001[66],
crotalariapodocarpa,Crotalaria podocarpa,,,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,annual herp with spreading stems; up to 3 cm tall; trifoliate leaves; pale yellow flowers; fruit is an inflated pod with stiff hair,sandy soil,,,,vanrooyen2001[130],
crotalariaspartioides,Crotalaria spartioides,,,Crotalaria sp.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,"many branched shrub, bottle-green, only lives for 2-3 years, large bright yellow flowers, moderately poisonous","sandy soil, dune","BW,NA,ZA",,Afr. name: besembossie “broom bush”,vanderwalt1999[78],
crotongratissimus,Croton gratissimus,,,Lavender croton,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton,,,"BW,NA",,,,
cryptomysholosericeus,Cryptomys holosericeus,,,Cryptomys sp.,Metazoa,Chordata,Mammalia,Rodentia,Bathyergidae,Cryptomys,,,"BW,NA",,,,
cryptomyshottentotus,Cryptomys hottentotus,,,Hottentot mole-rat,Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Cryptomys,"herbivore; body-length: 10-16 cm; the thick fur is grey or brown, in some individuals a white blaze is found on the head; the eyes are not well developped;","savanna, grassland","BW,NA,MZ,ZA,ZW",,African molerat,cillie1997[211],
cuculusclamosus,Cuculus clamosus,,,Black cuckoo,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Cuculus,,,"BW,NA,ZA",,,,
cucumisafricanus,Cucumis africanus,,,African wild cucumber,Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,"creeping growth, runners can grow to a length of 50 m, 7 cm long spiny fruit, can be bitter or sweet","savanna, arid area, sandy soil, dune","BW,NA,ZA",,,vanderwalt1999[115];vanrooyen2001[146],
cucumisanguriaanguria,Cucumis anguria anguria,Cucumis anguria longipes,,West Indian cucumber,Plantae,,,,,,,,,,,,
cucumishumifructus,Cucumis humifructus,,,Aardvark cucumber,Plantae,,,,,,,,,,,,
cucumiskalahariensis,Cucumis kalahariensis,,,Wild cucumber,Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,,,"BW,NA,ZA",,,,
cucumismetuliferus,Cucumis metuliferus,,,African horned cucumber,Plantae,,,,,,,,,,,,
cucurbitaceae,Cucurbitaceae,,,Gourds,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Marah,,,,,,,
culicidae,Culicidae,,,Mosquitos,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,,,,,,,
cursoriusrufus,Cursorius rufus,,,Burchellʼs courser,Animalia,,,,,,,,,,,,
cursoriustemminckii,Cursorius temminckii,,,TemminckÌs Courser,Animalia,Chordata,Aves,Charadriiformes,Glareolidae,Cursorius,,,TZ;KE;NA;ZA;NG;BW;ET;UG;GM,,,,
cussoniapaniculata,Cussonia paniculata,,,Mountain cabbage tree,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Cussonia,,,"BW,ZA",,,,
cymbopogoncaesius,Cymbopogon caesius,Cymbopogon excavatus,,,Plantae,,,,,,,,,,,,
cymbopogonplurinodis,Cymbopogon plurinodis,Cymbopogon pospischilii ,,Cymbopogon sp.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cymbopogon,,,"BW,NA",,,,
cynanchumviminale,Cynanchum viminale,Sarcostemma viminale,,Milk rope,Viridiplantae,Streptophyta,Magnoliopsida,Gentianales,Apocynaceae,Cynanchum,,,,,,,
cynictispenicillata,Cynictis penicillata,,,Yellow mongoose,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Cynictis,carnivore; the colour varies from yellowish-red to grey; the underside is slightly lighter;,"savanna, shrubland, grassland, semi-arid desert","BW,NA,ZA,ZW",,,cillie1997[150],
cyperaceae,Cyperaceae,,,Sedges,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Schoenoplectus,,,,,,,
cyperusdenudatus,Cyperus denudatus,,,Cyperus sp.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,,,,,,,
cyperusfulgens,Cyperus fulgens,,,,Plantae,,,,,,,,,,,,
cyperusimbricatus,Cyperus imbricatus,,,Shingle flatsedge,Plantae,,,,,,,,,,,,
cyperuslongus,Cyperus longus,,,Galingale,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,,,"BW,ZA",,,,
cyperusmargaritaceusvahl,Cyperus margaritaceus,,,Nut-gras,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,small sedge; up to 50 cm tall; light-coloured inflorescence,"rocky area, sandy soil","BW,NA,ZA",,,burke2007[102],
cyperususitatus,Cyperus usitatus,,,Indian grass,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,"sedge with many thin, linear leaves with a single peduncle ending in a tuft of compressed brown buds, bulb is edible",,"BW,NA,ZA",,,vanderwalt1999[99],
cyphostemmacongestum,Cyphostemma congestum,,,,Plantae,,,,,,,,,,,,
cyphostemmahereroense,Cyphostemma hereroense,,,Herero grape,,,,,,,"creeping, perennial herb; up to 50 cm tall; dissected, 5-lobed, succulent leaves; fruit is a bright red grape",savanna,,,,burke2007[84],
dactylocteniumgiganteum,Dactyloctenium giganteum,,,,Plantae,,,,,,,,,,,,
damaliscuslunatus,Damaliscus lunatus,,,Topi,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Damaliscus,herbivore; height: 100-150cm; the coat is dark reddish-brown; they have a dark blaze on the face; also the upper parts of the legs are black; they have a hump on the shoulders and the back slopes downwards: both sexes have horns; the horns are ringed and S-shaped;,"savanna, scrubforest, grassland","BW,ZA,NA,ZW,ZA",,"Tsessebe, Sassaby",cillie1997[74],
damaliscuspygargusdorcas,Damaliscus pygargus dorcas,,,Bontebok,Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Damaliscus,"herbivore; height: 90cm; the coat is very colourful, the top of the back and the neck are light brown getting darker on the flanks and legs; the belly, the lower legs and a patch around the crop are white; the face is brown with two large, white blazes which usually merge; both sexes have horns; it can be distinguished from the Blesbok by the white patch around the crop",fynbos,ZA,,,cillie1997[72],
damaliscuspygargusphillipsi,Damaliscus pygargus phillipsi,,,Blesbok,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Damaliscus,herbivore; height: 85-100cm; the neck and top of the back are brown; the flanks and buttocks are darker; the belly and part of the legs are white; the face is brown with a small blaze above the eyes and a big blaze on the snout; the ears are white and pointy; the tail is black and bushy; both sexes have horns; it differs from the Bontebok by the blazes on the face being seperated;,grassland,ZA,,,cillie1997[70],
danauschrysippus,Danaus chrysippus,,,Plain tiger,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,,,"BW,NA,ZA",,,,
dendroaspis,Dendroaspis,,,Mambas,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,,,,,,,
dendroaspispolylepis,Dendroaspis polylepis,,,Black mamba,Animalia,,,,,,,,,,,,
dendrocygna,Dendrocygna,,,Whistling ducks,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,,,,,,,
dendromusmelanotis,Dendromus melanotis,,,Grey climbing mouse,Animalia,Chordata,Mammalia,Rodentia,Muridae,Dendromus,"herbivore; body-length: 6-9cm, tail-length: 7-13 cm; ash-grey on the back and whitish on the underside; the long, curly tail is used for climbing; the eyes are large;","savanna, grassland","BW,MZ,NA,ZA,ZW",,,cillie1997[214],
dendropicosnamaquus,Dendropicos namaquus,Thripias namaquus,,Bearded woodpecker,Animalia,,,,,,,,,,,,
dermestes,Dermestes,,,Larder beetle,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Dermestes,,,"BW,ZA",,,,
desmodillusauricularis,Desmodillus auricularis,,,Cape short-eared gerbil,Animalia,Chordata,Mammalia,Rodentia,Muridae,Desmodillus,,,"BW,NA,ZA",,,,
dialiumenglerianum,Dialium englerianum,,,Kalahari podberry,Plantae,,,,,,,,,,,,
diamphidia,Diamphidia,,,Bushman arrow-poison beetle,Metazoa,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Diamphidia,,,"BW,NA,ZA",,,,
diamphidiasimplex,Diamphidia simplex,,,Bushman arrow-poison beetle,Animalia,,,,,,,,,,,,
dicerocaryumeriocarpum,Dicerocaryum eriocarpum,Dicerocaryum zanguebarium eriocarpum,,Stud thorn,,,,,,,"perennial, hairy herb; creeping growth; the leaves are lobed; white to pink, trumpet-shaped flowers; the fruit is a disk with two thorns",sandy soil,,,,vanrooyen2001[144],
dicerocaryumzanguebarium,Dicerocaryum zanguebarium,,,Dicerocaryum sp.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Pedaliaceae,Dicerocaryum,,,"BW,NA",,,,
dicerosbicornis,Diceros bicornis,,,Black Rhinoceros,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,"herbivore; height: 130-180cm; the the body is barrel shaped with the head held higher than the white Rhinoceros does; the ears are rounded; two horns grow on the snout, the front one is usually larger; the upper lip is pointed;","savanna, scrubforest, grassland, desert","BW,MZ,NA,ZA,ZW",,,cillie1997[104],
dichapetalumcymosum,Dichapetalum cymosum,,,Gifblaar,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Dichapetalaceae,Dichapetalum,,,,,,,
dichrostachyscinerea,Dichrostachys cinerea,,,Sickle bush,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dichrostachys,"shrub or small tree; 1-3m tall, flowers in an elongated drooping spike, composed of two sections: a pink tuft of sterile flowers and below a section of fertile yellow flowers; the pods are curly anr twisted;","grassland, sandy soil","BW,NA,ZA",,,vanrooyen2001[44],
dichrostachyscinereaafricana,Dichrostachys cinerea africana,,,,Plantae,,,,,,,,,,,,
dicomaanomala,Dicoma anomala,,,"Fever bush, stomach bush",Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Dicoma,,,"BW,NA",,,,
dicomacapensis,Dicoma capensis,,,Dicoma sp.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Dicoma,creeping herb; multiple stems grow from a perennial rootstock; hairy leaves; mauve flowerheads,"dry river course, sandy soil, dune","BW,NA,ZA",,,vanrooyen2001[188],
dicomaschinzii,Dicoma schinzii,,,Dicoma sp.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Dicoma,,,,,,,
dicrurusadsimilis,Dicrurus adsimilis,,,Fork-tailed drongo,Animalia,Chordata,Aves,Passeriformes,Dicruridae,Dicrurus,,,"BW,MZ,NA,ZA,ZW",,,,
digitaria,Digitaria,,,Crabgrass,Animalia,Mollusca,Bivalvia,Carditoida,Astartidae,,,,,,,,
digitariaerianthasteud,Digitaria eriantha,,,Pangola grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria,,,"BW,NA,ZA",,,,
digitariamilanjiana,Digitaria milanjiana,Digitaria polevansii (?); Digitaria setivalva,,Madagascar crabgrass,Plantae,,,,,,,,,,,,
dinothrombium,Dinothrombium,,,Dinothrombium sp.,Metazoa,Arthropoda,Arachnida,Prostigmata,Trombidiidae,Dinothrombium,,,"BW,NA,ZA",,,,
dioscoreaquartiniana,Dioscorea quartiniana,,,,Plantae,,,,,,,,,,,,
diospyroschamaethamnus,Diospyros chamaethamnus,,,,Plantae,,,,,,,,,,,,
diospyroslycioides,Diospyros lycioides,,,Red star apple,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,,,"BW,NA,ZA",,,,
dipcadi,Dipcadi,,,,Plantae,,,,,,,,,,,,
dipcadiglaucum,Dipcadi glaucum,,,Dipcadi sp.,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dipcadi,,,"BW,NA,ZA",,,,
dipcadilongifolium,Dipcadi longifolium,,,Dipcadi sp.,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dipcadi,,,"BW,NA,ZA",,,,
dipcadimarlothiiengl,Dipcadi marlothii,,,Dipcadi sp.,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dipcadi,,,"BW,NA,ZA",,,,
dipcadiviride,Dipcadi viride,,,,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dipcadi,,,BF;TZ,,,,
diplopoda,Diplopoda,,,Millipedes,Animalia,Arthropoda,Diplopoda,Julida,Julidae,Julus,,,,,,,
diplorhynchuscondylocarpon,Diplorhynchus condylocarpon,,,"Horn-pod tree, Wild rubber",Plantae,,,,,,,,,,,,
diptera,Diptera,,,Flies,Animalia,Arthropoda,Insecta,,,,,,,,,,
dispholidustypus,Dispholidus typus,,,Boomslang,Animalia,Chordata,Reptilia,Squamata,Colubridae,Dispholidus,,,"BW,NA,ZA",,,,
dolichospratensis,Dolichos pratensis,,,Dolichos sp.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dolichos,,,"BW,NA",,,,
dombeyarotundifolia,Dombeya rotundifolia,,,Wild pear,Plantae,Tracheophyta,Magnoliopsida,Malvales,Sterculiaceae,Dombeya,,,"BW,ZA",,,,
dorylushelvolus,Dorylus helvolus,,,Red driver ant,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Dorylus,,,"BW,NA,ZA",,,,
duvaliapolita,Duvalia polita,,,Duvalia sp.,Viridiplantae,Streptophyta,Magnoliopsida,Gentianales,Apocynaceae,Duvalia,,,"BW,ZA",,,,
dytiscus,Dytiscus,,,Diving beetle,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Dytiscus,,,"BW,NA,ZA",,,,
egrettagarzetta,Egretta garzetta,,,Little egret,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,"carnivore; body-length: 65 cm; white plumage, black bill; yellow toes","freshwater, coast",,,,sinclair1994[54],
ehretiarigida,Ehretia rigida,,,"Puzzle bush, Cape lilac, Deurmekaarbos",Viridiplantae,Streptophyta,Magnoliopsida,Boraginales,Ehretiaceae,Ehretia,"Shrub, 1-3m tall, small green leaves clustered on reduced shots, the pale mauve, bluish or white tubular flowers are sweetly scented, the berry changes from yellow to black while ripening,","forest, arid woodland","NA,ZA",,,vanrooyen2001[50],
elanuscaeruleus,Elanus caeruleus,,,Black-winged kite,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,carnivore; body-length: 33 cm; grey above; white below; black shoulders; red eyes,mountains,,,,sinclair1994[88],
elephantorrhizaburkei,Elephantorrhiza burkei,,,Sumach bean,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Elephantorrhiza,,,"BW,NA",,,,
elephantorrhizaelephantina,Elephantorrhiza elephantina,,,Elephant-root,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Elephantorrhiza,"small shrub, up to 60cm tall, extended underground tuberous root system, annual stems, creamy-yellow racemes, turning brown with age, woody flat pods, roots edible","arid savanna, grassland, sandy soil, dune","BW,NA,ZA",,,vanderwalt1999[101];vanrooyen2001[68],
elephantulusintufi,Elephantulus intufi,,,Bushvel elephant shrew,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,"carnivore; length: 24cm, tail-length: 12cm; grey-brownish coloured fur; elongated highly mobile snout; thin round ears; white rings around the large eyes; long sparsely haired tail;","savanna, scrubforest, grassland, woodland","BW,NA",,,stuartstuart2007[34],
elephantulusmyurus,Elephantulus myurus,,,Eastern rock elephant shrew,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,"carnivore; body-length: 26cm; the dorsal coat is brownish-grey and the underside is white, the hind legs are more developed than the forelegs; the nose is long and trunk-like;","scrubforest, rocky area","BW,ZA,ZW",,,cillie1997[206],
eleusineindica,Eleusine indica,,,Indian goosegrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Eleusine,,,"BW,ZA",,,,
elymandragrallata,Elymandra grallata,,,,Plantae,,,,,,,,,,,,
elytrophorusglobularis,Elytrophorus globularis,,,,Plantae,,,,,,,,,,,,
emberizaflaviventris,Emberiza flaviventris,,,Golden-breasted Bunting,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,,,ZM;RW;TZ;KE;SZ;NA;ZA;AO;LS;ET;UG;ZW,,,,
englerophytummagalismontanum,Englerophytum magalismontanum,,,Stem-fruit,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Englerophytum,,,"BW,ZA",,,,
enneapogoncenchroides,Enneapogon cenchroides,Enneapogon mollis,,Soft feather pappus grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Enneapogon,"hardy grass, 1m tall, leaves and culms covered with velvety hairs, the nodes are hairy, inflorescence is a hairy panicle, the spikelets typically have nine, hairy-fringed awns","arid area, sandy soil","BW,NA,ZA",,,vanderwalt1999[97];vanrooyen2001[94],
entadaarenaria,Entada arenaria,,,,Plantae,,,,,,,,,,,,
epomophorusgambianus,Epomophorus gambianus,,,Gambian epauletted fruit bat,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Epomophorus,"herbivore; body-length: 12-25cm; wingspan: 50cm; the fur is greyish brown to nearly white in colour; the face appears dog-like with the long snout and the simple ears, at the base of which are a white marks; the males are larger and have characteristic patches of white fur on the shoulders;","savanna, forest, woodland","BW,MZ,ZA,ZW",,,cillie1997[207],
epomophoruswahlbergi,Epomophorus wahlbergi,,,Wahlberg's epauletted fruit bat,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Epomophorus,herbivore; body-length: 12-25cm; wingspan: 50cm; greyish to white fur; dog-like face; white patch at the base of the ear; males are larger and have white shoulder epaulettes;,"rainforest, mangrove forest","MZ,ZA,ZW",,,cillie1997[207],
eptesicuscapensis,Eptesicus capensis,,,"Cape serotine, Cape serotine bat",Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,insectivore; body-length: 8-9cm; dark greyish brown fur with white to yellowish underparts; the forehead is dome-shaped; small ears;,"savanna, forest, grassland, woodland","BW,MZ,NA,ZA,ZW",,"Neoromicia capensis, Vespertilio capensis, Pipistrellus capensis,",cillie1997[209],
equusasinus,Equus asinus,,,Domestic donkey,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,,,,,,,
equuscaballus,Equus caballus,,,Domestic horse,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,,,,,,,
equusquagga,Equus quagga,,,Plains Zebra,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,"herbivore; height: 110-145cm; this Zebra is thick built and short legged; the body is white with thick,vertical, black stripes alternating with lighter shadow stripes; the stripes become less distinct towards the hooves; the ears are small;","savanna, grassland, desert","BW,MZ,NA,ZA,ZW",,"Common Zebra, Burchell's Zebra",cillie1997[86],
equuszebrahartmannae,Equus zebra hartmannae,,,Hartmann's mountain zebra,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,herbivore; the coat is yellowish-white with narrow black stripes; the stripes go all the way to the hooves; the belly remains white; there is a dewlap; the stripes on the buttocks are narrower than those of the Cape Mountain Zebra;,"desert, mountains",,,,cillie1997[90],
equuszebrazebra,Equus zebra zebra,,,Cape mountain zebra,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,herbivore; height: 120 -15cm; The coat is white with close black stripes; the stripes on the buttocks are broad; the stripes go all the way to the hooves; the belly remains white; on the nose there is an orange suffusion;there is a dewlap; males are larger than females;,mountains,ZA,,,cillie1997[88],
eragrostiscurvula,Eragrostis curvula,Eragrostis jeffreysii,,Catalina lovegrass,Plantae,,,,,,,,,,,,
